occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
General Domestic Svt,20,General Domestic Svt,UNCHANGED,Svt,General Domestic Vt
General Serveant,20,General Serveant,UNCHANGED,Serveant,General Serjeant
Hosekeeper,20,Hosekeeper,UNCHANGED,Hosekeeper,Homekeeper
Labiourer,20,Labiourer,UNCHANGED,Labiourer,Labourer
Ladys Nurse,20,Ladys Nurse,UNCHANGED,Ladys,Lades Nurse
Landstewart,20,Landstewart,UNCHANGED,Landstewart,Landstewart
Linen Bettler,20,Linen Bettler,UNCHANGED,Bettler,Linen Settler
Linen Wever,20,Linen Wever,UNCHANGED,Wever,Linen Waver
Musican,20,Musican,UNCHANGED,Musican,Musica
Nurse Domestic Svt,20,Nurse Domestic Svt,UNCHANGED,Svt,Nurse Domestic Vt
Ordinary Attdt,20,Ordinary Attdt,UNCHANGED,Attdt,Ordinary Atta
Reviter,20,Reviter,UNCHANGED,Reviter,Leviter
Rivitter,20,Rivitter,UNCHANGED,Rivitter,Remitter
Schoollar,20,Schoollar,UNCHANGED,Schoollar,Schoolmarm
Seamester,20,Seamester,UNCHANGED,Seamester,Semester
Sergeant R.I.C.,20,Sergeant R.I.C.,UNCHANGED,R.I.C,Sergeant Ric.
Spriger,20,Spriger,UNCHANGED,Spriger,Springer
Victuller,20,Victuller,UNCHANGED,Victuller,Victualer
1st Mate,19,1st Mate,UNCHANGED,1st,Pst Mate
Agriculter Labourer,19,Agriculter Labourer,UNCHANGED,Agriculter,Agricultor Labourer
Agricultular Labourer,19,Agricultular Labourer,UNCHANGED,Agricultular,Agricultural Labourer
Aricultural Labourer,19,Aricultural Labourer,UNCHANGED,Aricultural,Agricultural Labourer
Boatmaker,19,Boatmaker,UNCHANGED,Boatmaker,Bootmaker
Embroidrer,19,Embroidrer,UNCHANGED,Embroidrer,Embroiderer
General Servant Domt,19,General Servant Domt,UNCHANGED,Domt,General Servant Domy
Genl Labr,19,Genl Labr,UNCHANGED,Labr,Genl Laur
House Keepr,19,House Keepr,UNCHANGED,Keepr,House Keeps
Laborur,19,Laborur,UNCHANGED,Laborur,Labour
Messageboy,19,Messageboy,UNCHANGED,Messageboy,Messagery
Messege Boy,19,Messege Boy,UNCHANGED,Messege,Message Boy
Pigbuyer,19,Pigbuyer,UNCHANGED,Pigbuyer,Pigbuyer
Plowman,19,Plowman,UNCHANGED,Plowman,Lowman
Professer Nun,19,Professer Nun,UNCHANGED,Professer,Professor Nun
Publician,19,Publician,UNCHANGED,Publician,Publican
R.I. Constabulary Pensioner,19,R.I. Constabulary Pensioner,UNCHANGED,R.I,Rti. Constabulary Pensioner
Retired N.S. Teacher,19,Retired N.S. Teacher,UNCHANGED,N.S,Retired Ns. Teacher
Sawier,19,Sawier,UNCHANGED,Sawier,Sawer
Servant Domest,19,Servant Domest,UNCHANGED,Domest,Servant Doment
Sheepherd,19,Sheepherd,UNCHANGED,Sheepherd,Shepherd
Shop Asistant,19,Shop Asistant,UNCHANGED,Asistant,Shop Assistant
Shop Assisant,19,Shop Assisant,UNCHANGED,Assisant,Shop Assisan
Spinister,19,Spinister,UNCHANGED,Spinister,Spinster
Sticher in Wareroom,19,Sticher in Wareroom,UNCHANGED,Sticher,Stitcher in Wareroom
Taipt by Suberstlion,19,Taipt by Suberstlion,UNCHANGED,Taipt; Suberstlion,Tapit by Suberstlion
Tobaconist,19,Tobaconist,UNCHANGED,Tobaconist,Tobacconist
Undergraduate T.C.D,19,Undergraduate T.C.D,UNCHANGED,T.C.D,Undergraduate T.C.D
Woolen Spinner,19,Woolen Spinner,UNCHANGED,Woolen,Coolen Spinner
Argricultural Labourer,18,Argricultural Labourer,UNCHANGED,Argricultural,Agricultural Labourer
At Scholl,18,At Scholl,UNCHANGED,Scholl,At Schola
Bucher,18,Bucher,UNCHANGED,Bucher,Buncher
Cycle Machanic,18,Cycle Machanic,UNCHANGED,Machanic,Cycle Mechanic
Domask Weaver,18,Domask Weaver,UNCHANGED,Domask,Dorask Weaver
Droper,18,Droper,UNCHANGED,Droper,Troper
Farmer Daugter,18,Farmer Daugter,UNCHANGED,Daugter,Farmer Daughter
Farmeres,18,Farmeres,UNCHANGED,Farmeres,Farmeress
Genarl Labourer,18,Genarl Labourer,UNCHANGED,Genarl,Gnarl Labourer
General Servant Domc,18,General Servant Domc,UNCHANGED,Domc,General Servant Domy
Generl Labourer,18,Generl Labourer,UNCHANGED,Generl,Genera Labourer
Laborers Wife,18,Laborers Wife,UNCHANGED,Laborers,Laboress Wife
Meason,18,Meason,UNCHANGED,Meason,Season
No Occuption,18,No Occuption,UNCHANGED,Occuption,No Occupation
Nuns Religious S.M.R,18,Nuns Religious S.M.R,UNCHANGED,S.M.R,Nuns Religious Simar
Reeler in Spining Mill,18,Reeler in Spining Mill,UNCHANGED,Spining,Reeler in Shining Mill
Reller Flax,18,Reller Flax,UNCHANGED,Reller,Feller Flax
Riviter,18,Riviter,UNCHANGED,Riviter,Riveter
Scholas,18,Scholas,UNCHANGED,Scholas,Scholasm
Schollors,18,Schollors,UNCHANGED,Schollors,Schoolers
School Gairl,18,School Gairl,UNCHANGED,Gairl,School Gair
Seeamstress,18,Seeamstress,UNCHANGED,Seeamstress,Seamstress
Talor,18,Talor,UNCHANGED,Talor,Taylor
Victullar,18,Victullar,UNCHANGED,Victullar,Victualer
Agricultre Labourer,17,Agricultre Labourer,UNCHANGED,Agricultre,Agriculture Labourer
Agricultural Labo,17,Agricultural Labo,UNCHANGED,Labo,Agricultural Lalo
Agricultural Lbr,17,Agricultural Lbr,UNCHANGED,Lbr,Agricultural Lbf
Cholars,17,Cholars,UNCHANGED,Cholars,Cholers
Commerical Traveller,17,Commerical Traveller,UNCHANGED,Commerical,Commercial Traveller
Constable R.I.Constabulary,17,Constable R.I.Constabulary,UNCHANGED,R.I.Constabulary,Constable R.I.Constabulary
Dividents,17,Dividents,UNCHANGED,Dividents,Divident
Farm Labrour,17,Farm Labrour,UNCHANGED,Labrour,Farm Labour
Farm Labrourer,17,Farm Labrourer,UNCHANGED,Labrourer,Farm Labourer
Farm Sevant,17,Farm Sevant,UNCHANGED,Sevant,Farm Devant
Farmer and R.I.C Pensioner,17,Farmer and R.I.C Pensioner,UNCHANGED,R.I.C,Farmer and Ric Pensioner
Farmer Daug,17,Farmer Daug,UNCHANGED,Daug,Farmer Darg
Farmer Dauter,17,Farmer Dauter,UNCHANGED,Dauter,Farmer Dauber
Gen'l Servant Domestic,17,Gen'l Domestic Servant,WORD_ORDER,Gen'l,genl Domestic Servant
Genral Labour,17,Genral Labour,UNCHANGED,Genral,Geneal Labour
Genral Servant Domestic,17,Genral Domestic Servant,WORD_ORDER,Genral,Geneal Domestic Servant
Governers,17,Governers,UNCHANGED,Governers,Governors
Laberer,17,Laberer,UNCHANGED,Laberer,Labeler
Laborour and Fisherman,17,Laborour and Fisherman,UNCHANGED,Laborour,Laborous and Fisherman
Labourer Agricultl,17,Labourer Agricultl,UNCHANGED,Agricultl,Labourer Agricultor
Labourer Malster,17,Labourer Malster,UNCHANGED,Malster,Labourer Maltster
Landuress,17,Landuress,UNCHANGED,Landuress,Ganderess
Licensed Trader,17,Licensed Trader,UNCHANGED,Licensed,Licenced Trader
Machiniest,17,Machiniest,UNCHANGED,Machiniest,Machinist
Moterman,17,Moterman,UNCHANGED,Moterman,Motorman
No Bussiness,17,No Bussiness,UNCHANGED,Bussiness,No Pussiness
Plastrer,17,Plastrer,UNCHANGED,Plastrer,Plasterer
R.C. Curate,17,R.C. Curate,UNCHANGED,R.C,Rec. Curate
Schorlar,17,Schorlar,UNCHANGED,Schorlar,Scholar
Scolhar,17,Scolhar,UNCHANGED,Scolhar,Colmar
Sergt R.I.C,17,Sergt R.I.C,UNCHANGED,R.I.C,Sergt Ric
Ship Rivetter,17,Ship Rivetter,UNCHANGED,Rivetter,Ship Riveter
Srs. of Mercy,17,Srs. of Mercy,UNCHANGED,Srs,Grs. of Mercy
Wheelright,17,Wheelright,UNCHANGED,Wheelright,Wheelwright
Agricultar Labourer,16,Agricultar Labourer,UNCHANGED,Agricultar,Agricultor Labourer
Annuitie,16,Annuitie,UNCHANGED,Annuitie,Annuities
Apprentic,16,Apprentic,UNCHANGED,Apprentic,Apprentice
Aprentice Carpenter,16,Aprentice Carpenter,UNCHANGED,Aprentice,Appentice Carpenter
Aprentice Fitter,16,Aprentice Fitter,UNCHANGED,Aprentice,Appentice Fitter
Camberic Weaver,16,Camberic Weaver,UNCHANGED,Camberic,Cambric Weaver
Carptener,16,Carptener,UNCHANGED,Carptener,Carotene
Catle Dealer,16,Catle Dealer,UNCHANGED,Catle,Carle Dealer
Comission Agent,16,Comission Agent,UNCHANGED,Comission,Commission Agent
Comml Traveller,16,Comml Traveller,UNCHANGED,Comml,Comma Traveller
Domestic Servnt,16,Domestic Servnt,UNCHANGED,Servnt,Domestic Servant
Domistic Servant,16,Domistic Servant,UNCHANGED,Domistic,Nomistic Servant
Domstic Servant,16,Domstic Servant,UNCHANGED,Domstic,Domitic Servant
Dsk Weaver,16,Dsk Weaver,UNCHANGED,Dsk,Ask Weaver
Farme Labourer,16,Farme Labourer,UNCHANGED,Farme,Fame Labourer
Farmer Daugt,16,Farmer Daugt,UNCHANGED,Daugt,Farmer Dault
Farmer J.P.,16,Farmer J.P.,UNCHANGED,J.P,Farmer Jap.
Farmer Servent,16,Farmer Servent,UNCHANGED,Servent,Farmer Serment
Farmer's Daugher,16,Farmer's Daugher,UNCHANGED,Daugher,Farmer's Laugher
Farmers Dghtr,16,Farmers Dghtr,UNCHANGED,Dghtr,Farmers Dohter
Firesman,16,Firesman,UNCHANGED,Firesman,Fireman
Gas Meter Inspector,16,Gas Meter Inspector,UNCHANGED,Meter,Gas Deter Inspector
General Labourar,16,General Labourar,UNCHANGED,Labourar,General Labourer
Generl Servant,16,Generl Servant,UNCHANGED,Generl,Genera Servant
Herd'sman,16,Herd'sman,UNCHANGED,Herd'sman,herdsman
Horsetrainer,16,Horsetrainer,UNCHANGED,Horsetrainer,Horsetrainer
House Ceeper,16,House Ceeper,UNCHANGED,Ceeper,House Cheeper
Independant Means,16,Independant Means,UNCHANGED,Independant,Independent Means
Labourer Agri,16,Labourer Agri,UNCHANGED,Agri,Labourer Agrin
Landeress,16,Landeress,UNCHANGED,Landeress,Ganderess
Laubourer,16,Laubourer,UNCHANGED,Laubourer,Labourer
Machenist in Shirt Factory,16,Machenist in Shirt Factory,UNCHANGED,Machenist,Machinist in Shirt Factory
Market Gardiner,16,Market Gardiner,UNCHANGED,Gardiner,Market Lardiner
Masson,16,Masson,UNCHANGED,Masson,Basson
Member of Loreto Abbey Dalkey,16,Member of Loreto Abbey Dalkey,UNCHANGED,Loreto; Dalkey,Member of Poret Abbey Darkey
Millright,16,Millright,UNCHANGED,Millright,Millwright
No Proffesion,16,No Proffesion,UNCHANGED,Proffesion,No Profusion
Pensioner R I Consty,16,Pensioner R I Consty,UNCHANGED,Consty,Pensioner R I Const
Proffessor of Music,16,Proffessor of Music,UNCHANGED,Proffessor,Professor of Music
Retired Gardner,16,Retired Gardner,UNCHANGED,Gardner,Retired Gardener
Retired Sergt R.I.C,16,Retired Sergt R.I.C,UNCHANGED,R.I.C,Retired Sergt Ric
Saimstress,16,Saimstress,UNCHANGED,Saimstress,Spinstress
Scholal,16,Scholal,UNCHANGED,Scholal,Schola
Scholl Boy,16,Scholl Boy,UNCHANGED,Scholl,Schola Boy
Schololar,16,Schololar,UNCHANGED,Schololar,Scholar
Schoole,16,Schoole,UNCHANGED,Schoole,Schooler
Schoral,16,Schoral,UNCHANGED,Schoral,Choral
Schoular,16,Schoular,UNCHANGED,Schoular,Scholar
Scolors,16,Scolors,UNCHANGED,Scolors,Scolops
Undergraduate T.C.D.,16,Undergraduate T.C.D.,UNCHANGED,T.C.D,Undergraduate T.C.D.
Wool Spiner,16,Wool Spiner,UNCHANGED,Spiner,Wool Spiler
Woolspinner,16,Woolspinner,UNCHANGED,Woolspinner,Wordspinner
Woolweaver,16,Woolweaver,UNCHANGED,Woolweaver,Woolweaver
1st Engineer,15,1st Engineer,UNCHANGED,1st,Pst Engineer
Agrcl Labourer,15,Agrcl Labourer,UNCHANGED,Agrcl,Agral Labourer
Agrcultural Labourer,15,Agrcultural Labourer,UNCHANGED,Agrcultural,Agricultural Labourer
Agricultur Labour,15,Agricultur Labour,UNCHANGED,Agricultur,Agricultor Labour
Asylum Attat,15,Asylum Attat,UNCHANGED,Attat,Asylum Aetat
Attg School,15,Attg School,UNCHANGED,Attg,Atta School
Augricultural Labourer,15,Augricultural Labourer,UNCHANGED,Augricultural,Agricultural Labourer
Buisness,15,Buisness,UNCHANGED,Buisness,Business
Catton Weaver,15,Catton Weaver,UNCHANGED,Catton,Cattan Weaver
Coachpainter,15,Coachpainter,UNCHANGED,Coachpainter,Coachpainter
Const R.I.C.,15,Const R.I.C.,UNCHANGED,R.I.C,Const Ric.
Dessmaker,15,Dessmaker,UNCHANGED,Dessmaker,Dressmaker
Devidends,15,Devidends,UNCHANGED,Devidends,Dividends
Domc Servant,15,Domc Servant,UNCHANGED,Domc,Domy Servant
Farm Labr,15,Farm Labr,UNCHANGED,Labr,Farm Laur
Farm Serant,15,Farm Serant,UNCHANGED,Serant,Farm Sejant
Gen'l Servant (Domestic),15,Gen'l Domestic Servant,NORMALIZATION; WORD_ORDER,Gen'l,genl Domestic Servant
General Laberor,15,General Laberor,UNCHANGED,Laberor,General Laveroc
General Labrourer,15,General Labrourer,UNCHANGED,Labrourer,General Labourer
Going to Scool,15,Going to Scool,UNCHANGED,Scool,Going to Snool
Hankerchief Folder,15,Hankerchief Folder,UNCHANGED,Hankerchief,Handkerchief Folder
House Keepe,15,House Keepe,UNCHANGED,Keepe,House Keeps
Instructin of Youth,15,Instructin of Youth,UNCHANGED,Instructin,Instruction of Youth
Labourar,15,Labourar,UNCHANGED,Labourar,Labourer
Laboures,15,Laboures,UNCHANGED,Laboures,Labourers
Linnen Bleacher,15,Linnen Bleacher,UNCHANGED,Linnen,Linten Bleacher
Loding House Keeper,15,Loding Housekeeper,COMPOUND_KEEPER,Loding,Losing Housekeeper
Machiness,15,Machiness,UNCHANGED,Machiness,Mashiness
Mesage Boy,15,Mesage Boy,UNCHANGED,Mesage,Mesnage Boy
Messengar,15,Messengar,UNCHANGED,Messengar,Messenger
No Busines,15,No Busines,UNCHANGED,Busines,No Busings
Parlor Maid Domestic,15,Parlor Maid Domestic,UNCHANGED,Parlor,Pallor Maid Domestic
Penitent All Laundresses Employed in Good Shephrd Convent,15,Penitent All Laundresses Employed in Good Shephrd Convent,UNCHANGED,Shephrd,Penitent All Laundresses Employed in Good Shepherd Convent
Religious Community Srs of Mercy,15,Religious Community Srs of Mercy,UNCHANGED,Srs,Religious Community Grs of Mercy
Saddlier,15,Saddlier,UNCHANGED,Saddlier,Saddler
Seamstreess,15,Seamstreess,UNCHANGED,Seamstreess,Seamstress
Seemster,15,Seemster,UNCHANGED,Seemster,Deemster
Shcholar,15,Shcholar,UNCHANGED,Shcholar,Scholar
Slator and Plasterer,15,Slator and Plasterer,UNCHANGED,Slator,Elator and Plasterer
Solictor,15,Solictor,UNCHANGED,Solictor,Solicitor
Spinner in Spining Mill,15,Spinner in Spining Mill,UNCHANGED,Spining,Spinner in Shining Mill
Travler,15,Travler,UNCHANGED,Travler,Tratler
Agl Labour,14,Agl Labour,UNCHANGED,Agl,Aga Labour
Agricultural Labou,14,Agricultural Labou,UNCHANGED,Labou,Agricultural Labour
Armey Pensioner,14,Armey Pensioner,UNCHANGED,Armey,Army Pensioner
At Schooll,14,At Schooll,UNCHANGED,Schooll,At Schools
Attending Chool,14,Attending Chool,UNCHANGED,Chool,Attending Cohol
Barrister in Actual Practice,14,Barrister in Actual Practice,UNCHANGED,Practice,Barrister in Actual Practic
Bettler,14,Bettler,UNCHANGED,Bettler,Settler
Carmilite Man,14,Carmilite Man,UNCHANGED,Carmilite,Carminite Man
Clerk G.P.O,14,Clerk G.P.O,UNCHANGED,G.P.O,Clerk Gapo
Corkcutter,14,Corkcutter,UNCHANGED,Corkcutter,Corncutter
Domestick,14,Domestick,UNCHANGED,Domestick,Domestics
Dreesmaker,14,Dreesmaker,UNCHANGED,Dreesmaker,Dressmaker
Factory Machinest,14,Factory Machinest,UNCHANGED,Machinest,Factory Machinist
Famer's Son,14,Famer's Son,UNCHANGED,Famer's,Gamer's Son
Famers Wife,14,Famers Wife,UNCHANGED,Famers,Faders Wife
Farmer Dauther,14,Farmer Dauther,UNCHANGED,Dauther,Farmer Mauther
Farmer'ess,14,Farmer'ess,UNCHANGED,Farmer'ess,farmeress
Farmrs Son,14,Farmrs Son,UNCHANGED,Farmrs,Farmers Son
Gardner Labourer,14,Gardner Labourer,UNCHANGED,Gardner,Gardener Labourer
General Servant Domestc,14,General Servant Domestc,UNCHANGED,Domestc,General Servant Domestic
Heards Man,14,Heards Man,UNCHANGED,Heards,Hearts Man
Hous Work,14,Hous Work,UNCHANGED,Hous,Nous Work
House and Parlourmaid,14,House and Parlourmaid,UNCHANGED,Parlourmaid,House and Parlormaid
Independant,14,Independant,UNCHANGED,Independant,Independent
Inmate St Catherines Alms House,14,Inmate St Catherines Alms House,UNCHANGED,Catherines,Inmate St Catherine Alms House
Ironmoulder,14,Ironmoulder,UNCHANGED,Ironmoulder,Ironmoulder
Laber of Mercy,14,Laber of Mercy,UNCHANGED,Laber,Laker of Mercy
Labourer (Agricl),14,Labourer Agricl,NORMALIZATION,Agricl,Labourer Agric
Labourer Aglr,14,Labourer Aglr,UNCHANGED,Aglr,Labourer Agly
Labourrer,14,Labourrer,UNCHANGED,Labourrer,Labourer
Labror,14,Labror,UNCHANGED,Labror,Laron
Linnen Sewer,14,Linnen Sewer,UNCHANGED,Linnen,Linten Sewer
Linnen Wever,14,Linnen Wever,UNCHANGED,Linnen; Wever,Linten Waver
Linner Weaver,14,Linner Weaver,UNCHANGED,Linner,Linker Weaver
Machienest,14,Machienest,UNCHANGED,Machienest,Machinist
Machinests,14,Machinests,UNCHANGED,Machinests,Machinists
Marin,14,Marin,UNCHANGED,Marin,Mavin
Masion,14,Masion,UNCHANGED,Masion,Maison
Members of Loreto Abbey,14,Members of Loreto Abbey,UNCHANGED,Loreto,Members of Poret Abbey
P.O. Clerk,14,P.O. Clerk,UNCHANGED,P.O,Po. Clerk
Raily Porter,14,Raily Porter,UNCHANGED,Raily,Rainy Porter
Religense,14,Religense,UNCHANGED,Religense,Relicense
Rivetter in Ship Yard,14,Rivetter in Ship Yard,UNCHANGED,Rivetter,Riveter in Ship Yard
Scool,14,Scool,UNCHANGED,Scool,Snool
Scooler,14,Scooler,UNCHANGED,Scooler,Schooler
Seemstress,14,Seemstress,UNCHANGED,Seemstress,Seamstress
Semestress,14,Semestress,UNCHANGED,Semestress,Sempstress
Sewing Machinest,14,Sewing Machinest,UNCHANGED,Machinest,Sewing Machinist
Sheppherd,14,Sheppherd,UNCHANGED,Sheppherd,Shepherd
Sister of Nazarith,14,Sister of Nazarith,UNCHANGED,Nazarith,Sister of Nazareth
Steamstress,14,Steamstress,UNCHANGED,Steamstress,Seamstress
Tobacco Spiner,14,Tobacco Spiner,UNCHANGED,Spiner,Tobacco Spiler
Tobbaco Spinner,14,Tobbaco Spinner,UNCHANGED,Tobbaco,Tobacco Spinner
Winder in Linnen Factory,14,Winder in Linnen Factory,UNCHANGED,Linnen,Winder in Linten Factory
Agricul Labour,13,Agricul Labour,UNCHANGED,Agricul,Agricole Labour
Agricultural Laberor,13,Agricultural Laberor,UNCHANGED,Laberor,Agricultural Laveroc
Agricultural Labouror,13,Agricultural Labouror,UNCHANGED,Labouror,Agricultural Labourer
Agrl Farm Labourer,13,Agrl Farm Labourer,UNCHANGED,Agrl,Agre Farm Labourer
Apprentice Rivetter,13,Apprentice Rivetter,UNCHANGED,Rivetter,Apprentice Riveter
Bording House Keeper,13,Bording Housekeeper,COMPOUND_KEEPER,Bording,Cording Housekeeper
Charewoman,13,Charewoman,UNCHANGED,Charewoman,Charwoman
Childrens Maid Domestic Servant,13,Childrens Maid Domestic Servant,UNCHANGED,Childrens,Children Maid Domestic Servant
Childsmaid,13,Childsmaid,UNCHANGED,Childsmaid,Childsmaid
Chorwoman,13,Chorwoman,UNCHANGED,Chorwoman,Charwoman
Coachmans Wife,13,Coachmans Wife,UNCHANGED,Coachmans,Coachman Wife
Domestc Servant,13,Domestc Servant,UNCHANGED,Domestc,Domestic Servant
Famer Daughter,13,Famer Daughter,UNCHANGED,Famer,Gamer Daughter
Farmer and Pensioner R.I.C,13,Farmer and Pensioner R.I.C,UNCHANGED,R.I.C,Farmer and Pensioner Ric
Farmer and R.I.C. Pensioner,13,Farmer and R.I.C. Pensioner,UNCHANGED,R.I.C,Farmer and Ric. Pensioner
Farmers Daugr,13,Farmers Daugr,UNCHANGED,Daugr,Farmers Daur
Fars Son,13,Fars Son,UNCHANGED,Fars,Firs Son
Flaxspinner,13,Flaxspinner,UNCHANGED,Flaxspinner,Flaxspinner
Garderner,13,Garderner,UNCHANGED,Garderner,Gardener
General Sevant,13,General Sevant,UNCHANGED,Sevant,General Devant
Horsedealer,13,Horsedealer,UNCHANGED,Horsedealer,Horsedealer
House Worke,13,House Worke,UNCHANGED,Worke,House Wroke
Labrour General,13,Labrour General,UNCHANGED,Labrour,Labour General
Land Stward,13,Land Stward,UNCHANGED,Stward,Land Styward
Landry Maid,13,Landry Maid,UNCHANGED,Landry,Laundry Maid
Linnen Yarn Reeler,13,Linnen Yarn Reeler,UNCHANGED,Linnen,Linten Yarn Reeler
Linnon Weaver,13,Linnon Weaver,UNCHANGED,Linnon,Liknon Weaver
Machinest in Shirt Factory,13,Machinest in Shirt Factory,UNCHANGED,Machinest,Machinist in Shirt Factory
Member Regs Community,13,Member Regs Community,UNCHANGED,Regs,Member Rugs Community
N.Teacher,13,N.Teacher,UNCHANGED,N.Teacher,Teacher
Navvie,13,Navvie,UNCHANGED,Navvie,Navvies
Pensioner of R.I.C,13,Pensioner of R.I.C,UNCHANGED,R.I.C,Pensioner of Ric
Porkbutcher,13,Porkbutcher,UNCHANGED,Porkbutcher,Porkbutcher
Presn Nun,13,Presn Nun,UNCHANGED,Presn,Pres Nun
Probationes Nurse,13,Probationes Nurse,UNCHANGED,Probationes,Probationers Nurse
Publickan,13,Publickan,UNCHANGED,Publickan,Publican
R.I.C Pensioner and Farmer,13,R.I.C Pensioner and Farmer,UNCHANGED,R.I.C,Ric Pensioner and Farmer
Religions Srs. of Mercy,13,Religions Srs. of Mercy,UNCHANGED,Srs,Religions Grs. of Mercy
Scallar,13,Scallar,UNCHANGED,Scallar,Scalar
Scholar Indusl School,13,Scholar Indusl School,UNCHANGED,Indusl,Scholar Indus School
Scolers,13,Scolers,UNCHANGED,Scolers,Scalers
Servant Domc,13,Servant Domc,UNCHANGED,Domc,Servant Domy
Shepheard,13,Shepheard,UNCHANGED,Shepheard,Shepherd
Solicitor in Practice,13,Solicitor in Practice,UNCHANGED,Practice,Solicitor in Practic
Teacher Chrn Brothers,13,Teacher Chrn Brothers,UNCHANGED,Chrn,Teacher Chron Brothers
Towl Dealer,13,Towl Dealer,UNCHANGED,Towl,Jowl Dealer
Tram Conducter,13,Tram Conducter,UNCHANGED,Conducter,Tram Conducted
Undergrad R.U.I.,13,Undergrad R.U.I.,UNCHANGED,R.U.I,Undergrad Rauli.
Victuler,13,Victuler,UNCHANGED,Victuler,Victualer
Weaver Cambrick,13,Weaver Cambrick,UNCHANGED,Cambrick,Weaver Cambric
Weaver in Linnen Factory,13,Weaver in Linnen Factory,UNCHANGED,Linnen,Weaver in Linten Factory
Wooll Weaver,13,Wooll Weaver,UNCHANGED,Wooll,Woold Weaver
Ableseaman,12,Ableseaman,UNCHANGED,Ableseaman,Ableseaman
Agrial Labourer,12,Agrial Labourer,UNCHANGED,Agrial,Garial Labourer
Agricult. Labourer,12,Agricult. Labourer,UNCHANGED,Agricult,Agricole. Labourer
Agricultural Labourar,12,Agricultural Labourar,UNCHANGED,Labourar,Agricultural Labourer
Brassmoulder,12,Brassmoulder,UNCHANGED,Brassmoulder,Brassbounder
Brewary Labourer,12,Brewary Labourer,UNCHANGED,Brewary,Brewery Labourer
Cabint Maker,12,Cabint Maker,UNCHANGED,Cabint,Cabin Maker
Clergymans Daughter,12,Clergymans Daughter,UNCHANGED,Clergymans,Clergyman Daughter
Collar Sticher,12,Collar Sticher,UNCHANGED,Sticher,Collar Stitcher
Cooke Domestic,12,Cooke Domestic,UNCHANGED,Cooke,Cookee Domestic
Damsk Weaver,12,Damsk Weaver,UNCHANGED,Damsk,Damask Weaver
Dary Man,12,Dary Man,UNCHANGED,Dary,Dray Man
Drapers Asistant,12,Drapers Asistant,UNCHANGED,Asistant,Drapers Assistant
Embroder,12,Embroder,UNCHANGED,Embroder,Emborder
Embroderer,12,Embroderer,UNCHANGED,Embroderer,Embroiderer
Embroyder,12,Embroyder,UNCHANGED,Embroyder,Embroider
Fancey Box Maker,12,Fancey Box Maker,UNCHANGED,Fancey,Fancy Box Maker
Farm Laboures,12,Farm Laboures,UNCHANGED,Laboures,Farm Labourers
Farmer and J.P.,12,Farmer and J.P.,UNCHANGED,J.P,Farmer and Jap.
Farmer Daughtr,12,Farmer Daughtr,UNCHANGED,Daughtr,Farmer Daughter
Farmer's Neice,12,Farmer's Neice,UNCHANGED,Neice,Farmer's Beice
Farmerer,12,Farmerer,UNCHANGED,Farmerer,Fermerer
Farmers Daghter,12,Farmers Daghter,UNCHANGED,Daghter,Farmers Dighter
Farmers Doughter,12,Farmers Doughter,UNCHANGED,Doughter,Farmers Doughier
Farmor,12,Farmor,UNCHANGED,Farmor,Marmor
Flax Doffin,12,Flax Doffin,UNCHANGED,Doffin,Flax Coffin
Gardener Domestic Svt,12,Gardener Domestic Svt,UNCHANGED,Svt,Gardener Domestic Vt
Gener Labourer,12,Gener Labourer,UNCHANGED,Gener,Genet Labourer
General Labiour,12,General Labiour,UNCHANGED,Labiour,General Labour
General Laubourer,12,General Laubourer,UNCHANGED,Laubourer,General Labourer
General Servnt Domestic,12,General Servnt Domestic,UNCHANGED,Servnt,General Servant Domestic
General Svt. Domestic,12,General Svt. Domestic,UNCHANGED,Svt,General Vt. Domestic
Grom Domestic Servant,12,Grom Domestic Servant,UNCHANGED,Grom,Glom Domestic Servant
Hospitaliere or Little Sister of the Poor,12,Hospitaliere or Little Sister of the Poor,UNCHANGED,Hospitaliere,Hospitalise or Little Sister of the Poor
House Parlourmaid Domestic Servant,12,House Parlourmaid Domestic Servant,UNCHANGED,Parlourmaid,House Parlormaid Domestic Servant
