occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
Pensioner (Infautra),1,Pensioner Infautra,NORMALIZATION,Infautra,Pensioner Infantry
Pensioner Infantory,1,Pensioner Infantory,UNCHANGED,Infantory,Pensioner Infantry
Pensioner N.Teacher,1,Pensioner N.Teacher,UNCHANGED,N.Teacher,Pensioner Teacher
Pensioner P.S,1,Pensioner P.S,UNCHANGED,P.S,Pensioner N.S
Pensioner Royal Artilley,1,Pensioner Royal Artilley,STANDARD,Artilley,Pensioner Royal Artillery
Pensioner Royal Arttelery,1,Pensioner Royal Arttelery,UNCHANGED,Arttelery,Pensioner Royal Artillery
Pensioner Royal Navey,1,Pensioner Royal Navey,UNCHANGED,Navey,Pensioner Royal Navy
Pensioner Royal-Artilley,1,Pensioner Royal Artilley,NORMALIZATION,Artilley,Pensioner Royal Artillery
Pensioner Royl Artillary,1,Pensioner Royl Artillary,UNCHANGED,Royl; Artillary,Pensioner Royal Artillery
Pensioner-Royal Artillary,1,Pensioner Royal Artillary,NORMALIZATION,Artillary,Pensioner Royal Artillery
Pensionery R I C,1,Pensionery R I C,UNCHANGED,Pensionery,Pensioner R I C
Pensionr (Army),1,Pensionr Army,NORMALIZATION,Pensionr,Pensioner Army
Pensoner from Army,1,Pensoner from Army,UNCHANGED,Pensoner,Pensioner from Army
Pensoner Navy,1,Pensoner Navy,UNCHANGED,Pensoner,Pensioner Navy
Pensonier Army,1,Pensonier Army,UNCHANGED,Pensonier,Pensioner Army
Pentry Boy,1,Pentry Boy,UNCHANGED,Pentry,Pantry Boy
Peslar,1,Peslar,UNCHANGED,Peslar,Pedlar
Petent Turner,1,Petent Turner,UNCHANGED,Petent,Patent Turner
Phermacentical Chemist's Apprentice,1,Phermacentical Chemist's Apprentice,UNCHANGED,Phermacentical,Pharmaceutical Chemist's Apprentice
Photo Engraner,1,Photo Engraner,UNCHANGED,Engraner,Photo Engraver
Photogapher (Master),1,Photogapher Master,NORMALIZATION,Photogapher,Photographer Master
Photograper (Apprentice),1,Photograper Apprentice,NORMALIZATION,Photograper,Photographer Apprentice
Pig Buger,1,Pig Buger,UNCHANGED,Buger,Pig Buyer
Pig Buyor,1,Pig Buyor,UNCHANGED,Buyor,Pig Buyer
Pig Buzer,1,Pig Buzer,UNCHANGED,Buzer,Pig Buyer
Pig Dealear,1,Pig Dealear,UNCHANGED,Dealear,Pig Dealer
Pinsioner R I C,1,Pinsioner R I C,UNCHANGED,Pinsioner,Pensioner R I C
Pinter,1,Pinter,UNCHANGED,Pinter,Painter
Piono Tuner,1,Piono Tuner,UNCHANGED,Piono,Piano Tuner
Plamber,1,Plamber,UNCHANGED,Plamber,Plumber
Plasterer Apprintice,1,Plasterer Apprintice,UNCHANGED,Apprintice,Plasterer Apprentice
Plasterer Uneployed,1,Plasterer Uneployed,UNCHANGED,Uneployed,Plasterer Unemployed
Plasteres Master,1,Plasteres Master,UNCHANGED,Plasteres,Plasterer Master
Plasteres Unemployed,1,Plasteres Unemployed,UNCHANGED,Plasteres,Plasterer Unemployed
Plastrer Unemployed,1,Plastrer Unemployed,STANDARD,Plastrer,Plasterer Unemployed
Plastrer-Unemployed,1,Plastrer Unemployed,NORMALIZATION,Plastrer,Plasterer Unemployed
Plate Lawer,1,Plate Lawer,UNCHANGED,Lawer,Plate Layer
Platers Healper,1,Platers Healper,UNCHANGED,Healper,Platers Helper
Platers Helfer,1,Platers Helfer,UNCHANGED,Helfer,Platers Helper
Platess Helper,1,Platess Helper,UNCHANGED,Platess,Platers Helper
Playters Helper,1,Playters Helper,UNCHANGED,Playters,Platers Helper
Plesher-Assistant,1,Plesher Assistant,NORMALIZATION,Plesher,Flesher Assistant
Plmber,1,Plmber,UNCHANGED,Plmber,Plumber
Ploug Man,1,Ploug Man,UNCHANGED,Ploug,Plough Man
Ploulgh Man,1,Ploulgh Man,UNCHANGED,Ploulgh,Plough Man
Plumbar,1,Plumbar,UNCHANGED,Plumbar,Plumber
Plumber Aprentice,1,Plumber Aprentice,UNCHANGED,Aprentice,Plumber Apprentice
Plumgh Man,1,Plumgh Man,UNCHANGED,Plumgh,Plough Man
Plunber Assistant,1,Plunber Assistant,UNCHANGED,Plunber,Plumber Assistant
Poark Bucther,1,Poark Bucther,UNCHANGED,Poark; Bucther,Pork Butcher
Poltry Dealer,1,Poltry Dealer,UNCHANGED,Poltry,Poultry Dealer
Polultry Dealer,1,Polultry Dealer,UNCHANGED,Polultry,Poultry Dealer
Poor Rate Colletor,1,Poor Rate Colletor,UNCHANGED,Colletor,Poor Rate Collector
Poor Rute Collector,1,Poor Rute Collector,UNCHANGED,Rute,Poor Rate Collector
Pootman,1,Pootman,UNCHANGED,Pootman,Postman
Porck Cutter,1,Porck Cutter,UNCHANGED,Porck,Pork Cutter
Poriter Grocers,1,Poriter Grocers,UNCHANGED,Poriter,Porter Grocers
Pork Butche,1,Pork Butche,UNCHANGED,Butche,Pork Butcher
Pork Butchrer,1,Pork Butchrer,UNCHANGED,Butchrer,Pork Butcher
Pork Butcker,1,Pork Butcker,UNCHANGED,Butcker,Pork Butcher
Pork Buthcer,1,Pork Buthcer,UNCHANGED,Buthcer,Pork Butcher
Pork Cuirer,1,Pork Cuirer,UNCHANGED,Cuirer,Pork Curer
Pork Curier,1,Pork Curier,UNCHANGED,Curier,Pork Curer
Pork Currer,1,Pork Currer,UNCHANGED,Currer,Pork Curer
Pork Cuttr,1,Pork Cuttr,UNCHANGED,Cuttr,Pork Cutter
Porke Curerer,1,Porke Curerer,UNCHANGED,Porke; Curerer,Pork Curer
Porke Cutter,1,Porke Cutter,UNCHANGED,Porke,Pork Cutter
Porlaur Maid,1,Porlaur Maid,UNCHANGED,Porlaur,Parlour Maid
Porm Butcher,1,Porm Butcher,UNCHANGED,Porm,Pork Butcher
Porten Shop,1,Porten Shop,UNCHANGED,Porten,Porter Shop
Porter Messinger,1,Porter Messinger,UNCHANGED,Messinger,Porter Messenger
Porteren Shop,1,Porteren Shop,UNCHANGED,Porteren,Porter Shop
Porther (Shop),1,Porther Shop,NORMALIZATION,Porther,Porter Shop
Portmaster,1,Portmaster,UNCHANGED,Portmaster,Postmaster
Post Man Rurals,1,Post Man Rurals,UNCHANGED,Rurals,Post Man Rural
Post Office Assistan,1,Post Office Assistan,UNCHANGED,Assistan,Post Office Assistant
Post Office Messnger,1,Post Office Messnger,UNCHANGED,Messnger,Post Office Messenger
Post:Man,1,Post:Man,UNCHANGED,Post:Man,Postman
Postanistress,1,Postanistress,UNCHANGED,Postanistress,Postmistress
Posteman,1,Posteman,UNCHANGED,Posteman,Postman
Postemaster,1,Postemaster,UNCHANGED,Postemaster,Postmaster
Postman Penseoner,1,Postman Penseoner,UNCHANGED,Penseoner,Postman Pensioner
Postmans,1,Postmans,UNCHANGED,Postmans,Postman
Postmastress,1,Postmastress,UNCHANGED,Postmastress,Postmistress
Postmestress,1,Postmestress,UNCHANGED,Postmestress,Postmistress
Postmister,1,Postmister,UNCHANGED,Postmister,Postmaster
Postmisteress,1,Postmisteress,UNCHANGED,Postmisteress,Postmistress
Postmistree,1,Postmistree,UNCHANGED,Postmistree,Postmistress
Postofficer Assistant,1,Postofficer Assistant,UNCHANGED,Postofficer,Postoffice Assistant
Postofficer Clerk,1,Postofficer Clerk,UNCHANGED,Postofficer,Postoffice Clerk
Poultary Dealer,1,Poultary Dealer,UNCHANGED,Poultary,Poultry Dealer
Poultiery Dealer,1,Poultiery Dealer,UNCHANGED,Poultiery,Poultry Dealer
Poulty Dealer,1,Poulty Dealer,UNCHANGED,Poulty,Poultry Dealer
Power - Loom Tunere,1,Power Loom Tunere,NORMALIZATION,Tunere,Power Loom Tuner
Power Loom Teater,1,Power Loom Teater,UNCHANGED,Teater,Power Loom Tenter
Power Loom Terter,1,Power Loom Terter,UNCHANGED,Terter,Power Loom Tenter
Power-Loom Genter,1,Power Loom Genter,NORMALIZATION,Genter,Power Loom Tenter
Pralourmaid Domestic Servant,1,Pralourmaid Domestic Servant,UNCHANGED,Pralourmaid,Parlourmaid Domestic Servant
Prench Polisher,1,Prench Polisher,UNCHANGED,Prench,French Polisher
Prepairer Linen,1,Prepairer Linen,UNCHANGED,Prepairer,Preparer Linen
Presbyterian Minester,1,Presbyterian Minester,UNCHANGED,Minester,Presbyterian Minister
Presbyterien Minister,1,Presbyterien Minister,UNCHANGED,Presbyterien,Presbyterian Minister
Presbytrian Minister,1,Presbytrian Minister,UNCHANGED,Presbytrian,Presbyterian Minister
Prespeterian Minister,1,Prespeterian Minister,UNCHANGED,Prespeterian,Presbyterian Minister
Press Correspendent,1,Press Correspendent,UNCHANGED,Correspendent,Press Correspondent
Press Corsespondent,1,Press Corsespondent,UNCHANGED,Corsespondent,Press Correspondent
Presyterian Minister,1,Presyterian Minister,UNCHANGED,Presyterian,Presbyterian Minister
Printe Compositor,1,Printe Compositor,STANDARD,Printe,Printer Compositor
Printer - Combositor Unemployed,1,Printer Combositor Unemployed,NORMALIZATION,Combositor,Printer Compositor Unemployed
Printer - Compositior,1,Printer Compositior,NORMALIZATION,Compositior,Printer Compositor
Printer - Compsitor,1,Printer Compsitor,NORMALIZATION,Compsitor,Printer Compositor
Printer - Linetype Operator,1,Printer Linetype Operator,NORMALIZATION,Linetype,Printer Linotype Operator
Printer - Linotype Operater,1,Printer Linotype Operater,NORMALIZATION,Operater,Printer Linotype Operator
Printer Apprentic,1,Printer Apprentic,UNCHANGED,Apprentic,Printer Apprentice
Printer Aprentice,1,Printer Aprentice,UNCHANGED,Aprentice,Printer Apprentice
Printer Compoitor,1,Printer Compoitor,UNCHANGED,Compoitor,Printer Compositor
Printer Comporsitor,1,Printer Comporsitor,UNCHANGED,Comporsitor,Printer Compositor
Printer Compsiter,1,Printer Compsiter,UNCHANGED,Compsiter,Printer Compositor
Printer Compsitor,1,Printer Compsitor,STANDARD,Compsitor,Printer Compositor
Printer Labouer,1,Printer Labouer,UNCHANGED,Labouer,Printer Labourer
Printer Linstype Operator,1,Printer Linstype Operator,UNCHANGED,Linstype,Printer Linotype Operator
Printer linstype Operator,1,Printer linstype Operator,UNCHANGED,linstype,Printer Linotype Operator
Printer Lithagrapher,1,Printer Lithagrapher,UNCHANGED,Lithagrapher,Printer Lithographer
Printer Lithograper,1,Printer Lithograper,UNCHANGED,Lithograper,Printer Lithographer
Printer Litographer,1,Printer Litographer,UNCHANGED,Litographer,Printer Lithographer
Printer Macchine Man,1,Printer Macchine Man,UNCHANGED,Macchine,Printer Machine Man
Printer Machnicman,1,Printer Machnicman,UNCHANGED,Machnicman,Printer Machineman
Printer Mechineman,1,Printer Mechineman,UNCHANGED,Mechineman,Printer Machineman
Printer Mechinist,1,Printer Mechinist,UNCHANGED,Mechinist,Printer Machinist
Printer Steneotyper,1,Printer Steneotyper,UNCHANGED,Steneotyper,Printer Stereotyper
Printer Stereatyper,1,Printer Stereatyper,UNCHANGED,Stereatyper,Printer Stereotyper
Printer Steretyper,1,Printer Steretyper,UNCHANGED,Steretyper,Printer Stereotyper
Printer-Compisitor,1,Printer Compisitor,NORMALIZATION,Compisitor,Printer Compositor
Printer-Compoistor,1,Printer Compoistor,NORMALIZATION,Compoistor,Printer Compositor
Printer-Comporiter,1,Printer Comporiter,NORMALIZATION,Comporiter,Printer Compositor
Printer-Compostter,1,Printer Compostter,NORMALIZATION,Compostter,Printer Compositor
Printer-Compsitor,1,Printer Compsitor,NORMALIZATION,Compsitor,Printer Compositor
Printer-Copositor,1,Printer Copositor,NORMALIZATION,Copositor,Printer Compositor
Printer-Finstype Operator,1,Printer Finstype Operator,NORMALIZATION,Finstype,Printer Linotype Operator
Printer-Lenstype Operator,1,Printer Lenstype Operator,NORMALIZATION,Lenstype,Printer Linotype Operator
Printer-Linetype Operator,1,Printer Linetype Operator,NORMALIZATION,Linetype,Printer Linotype Operator
Printer-Linotype Operater,1,Printer Linotype Operater,NORMALIZATION,Operater,Printer Linotype Operator
Printer-Litto,1,Printer Litto,NORMALIZATION,Litto,Printer Litho
Printer-Lynotype Operator,1,Printer Lynotype Operator,NORMALIZATION,Lynotype,Printer Linotype Operator
Printer-Machanist,1,Printer Machanist,NORMALIZATION,Machanist,Printer Machinist
Printer-Sleredtyper,1,Printer Sleredtyper,NORMALIZATION,Sleredtyper,Printer Stereotyper
Printes Compositer,1,Printes Compositer,UNCHANGED,Printes; Compositer,Printer Compositor
Prision Warder,1,Prision Warder,UNCHANGED,Prision,Prison Warder
Priter-Compositor,1,Priter Compositor,NORMALIZATION,Priter,Printer Compositor
Private Annuety,1,Private Annuety,UNCHANGED,Annuety,Private Annuity
Private Anuity,1,Private Anuity,UNCHANGED,Anuity,Private Annuity
Private Neans Annuity,1,Private Neans Annuity,UNCHANGED,Neans,Private Means Annuity
Privision Dealer,1,Privision Dealer,UNCHANGED,Privision,Provision Dealer
Privite Annunity,1,Privite Annunity,UNCHANGED,Privite; Annunity,Private Annuity
Probatione Nurse,1,Probatione Nurse,UNCHANGED,Probatione,Probationer Nurse
Professionel Nurse,1,Professionel Nurse,UNCHANGED,Professionel,Professional Nurse
Proffosional Nurse,1,Proffosional Nurse,UNCHANGED,Proffosional,Professional Nurse
Prommonger,1,Prommonger,UNCHANGED,Prommonger,Ironmonger
Proparty Owner,1,Proparty Owner,UNCHANGED,Proparty,Property Owner
Provationer Nurse,1,Provationer Nurse,UNCHANGED,Provationer,Probationer Nurse
Provision Dealear,1,Provision Dealear,UNCHANGED,Dealear,Provision Dealer
Provision Deler,1,Provision Deler,UNCHANGED,Deler,Provision Dealer
Provistion Dealer,1,Provistion Dealer,UNCHANGED,Provistion,Provision Dealer
Prvate Income,1,Prvate Income,UNCHANGED,Prvate,Private Income
Publican and Shokeeper,1,Publican and Shokeeper,UNCHANGED,Shokeeper,Publican and Shopkeeper
Publican and Sopkeeper,1,Publican and Sopkeeper,UNCHANGED,Sopkeeper,Publican and Shopkeeper
Publican's Aprentice,1,Publican's Aprentice,UNCHANGED,Aprentice,Publican's Apprentice
Publican's Daugter,1,Publican's Daugter,UNCHANGED,Daugter,Publican's Daughter
Publichan and Farmer,1,Publichan and Farmer,UNCHANGED,Publichan,Publican and Farmer
Publician's Assistant,1,Publician's Assistant,UNCHANGED,Publician's,Publican's Assistant
Pullican and Farmer,1,Pullican and Farmer,UNCHANGED,Pullican,Publican and Farmer
Pumber,1,Pumber,UNCHANGED,Pumber,Plumber
Purish Priest,1,Purish Priest,UNCHANGED,Purish,Parish Priest
Qhay Labourer,1,Qhay Labourer,UNCHANGED,Qhay,Quay Labourer
Quaay Labourer,1,Quaay Labourer,UNCHANGED,Quaay,Quay Labourer
Quaery Labouror,1,Quaery Labouror,UNCHANGED,Quaery; Labouror,Quarry Labourer
Quarey Man,1,Quarey Man,UNCHANGED,Quarey,Quarry Man
Quarrey Labourer,1,Quarrey Labourer,UNCHANGED,Quarrey,Quarry Labourer
Quarrey Man,1,Quarrey Man,UNCHANGED,Quarrey,Quarry Man
Quary Laboure,1,Quary Laboure,UNCHANGED,Quary; Laboure,Quay Labourer
Quay Laboarer,1,Quay Laboarer,UNCHANGED,Laboarer,Quay Labourer
Quay Labouere,1,Quay Labouere,UNCHANGED,Labouere,Quay Labourer
Quay Labourer Unempolyed,1,Quay Labourer Unempolyed,UNCHANGED,Unempolyed,Quay Labourer Unemployed
Quay Labourerer,1,Quay Labourerer,UNCHANGED,Labourerer,Quay Labourer
Quay Labuorer,1,Quay Labuorer,UNCHANGED,Labuorer,Quay Labourer
Quay Lauborer,1,Quay Lauborer,UNCHANGED,Lauborer,Quay Labourer
Quay Lobourer,1,Quay Lobourer,UNCHANGED,Lobourer,Quay Labourer
Querry Labourer,1,Querry Labourer,UNCHANGED,Querry,Quarry Labourer
Quiay Labourer,1,Quiay Labourer,UNCHANGED,Quiay,Quay Labourer
Qulay Labourer,1,Qulay Labourer,UNCHANGED,Qulay,Quay Labourer
Quorry Labourer,1,Quorry Labourer,UNCHANGED,Quorry,Quarry Labourer
Qurry Labourer,1,Qurry Labourer,UNCHANGED,Qurry,Quarry Labourer
R.Catholic Curate,1,R.Catholic Curate,UNCHANGED,R.Catholic,Catholic Curate
R.Farmer,1,R.Farmer,UNCHANGED,R.Farmer,Farmer
R.I.C Pensoner,1,R.I.C Pensoner,UNCHANGED,Pensoner,R.I.C Pensioner
R.I.C. Peansioner,1,R.I.C. Peansioner,UNCHANGED,Peansioner,R.I.C. Pensioner
R.I.C. Pensinor,1,R.I.C. Pensinor,UNCHANGED,Pensinor,R.I.C. Pensioner
R.I.C. Pensionar,1,R.I.C. Pensionar,UNCHANGED,Pensionar,R.I.C. Pensioner
R.I.C. Pensionor,1,R.I.C. Pensionor,UNCHANGED,Pensionor,R.I.C. Pensioner
R.I.C. Pentioner,1,R.I.C. Pentioner,UNCHANGED,Pentioner,R.I.C. Pensioner
R.Postman,1,R.Postman,UNCHANGED,R.Postman,Postman
Rabe Collector,1,Rabe Collector,UNCHANGED,Rabe,Rate Collector
Raetired Farmer,1,Raetired Farmer,UNCHANGED,Raetired,Retired Farmer
Railwad Gatekeeper,1,Railwad Gatekeeper,UNCHANGED,Railwad,Railway Gatekeeper
Railwary Milesman,1,Railwary Milesman,UNCHANGED,Railwary,Railway Milesman
Railway Afficial,1,Railway Afficial,UNCHANGED,Afficial,Railway Official
Railway Engene Driver,1,Railway Engene Driver,UNCHANGED,Engene,Railway Engine Driver
Railway Engine Claner,1,Railway Engine Claner,UNCHANGED,Claner,Railway Engine Cleaner
Railway Engine Cleanor,1,Railway Engine Cleanor,UNCHANGED,Cleanor,Railway Engine Cleaner
Railway Engins Cleaner,1,Railway Engins Cleaner,UNCHANGED,Engins,Railway Engine Cleaner
Railway Gangor,1,Railway Gangor,UNCHANGED,Gangor,Railway Ganger
Railway Genger,1,Railway Genger,UNCHANGED,Genger,Railway Ganger
Railway Gurard,1,Railway Gurard,UNCHANGED,Gurard,Railway Guard
Railway Gurd,1,Railway Gurd,UNCHANGED,Gurd,Railway Guard
Railway Gward,1,Railway Gward,UNCHANGED,Gward,Railway Guard
Railway Inspecter,1,Railway Inspecter,UNCHANGED,Inspecter,Railway Inspector
Railway Labourer Millsman,1,Railway Labourer Millsman,UNCHANGED,Millsman,Railway Labourer Milesman
Railway Manr,1,Railway Manr,UNCHANGED,Manr,Railway Man
Railway Mileman,1,Railway Mileman,STANDARD,Mileman,Railway Milesman
Railway Milismar,1,Railway Milismar,UNCHANGED,Milismar,Railway Milesman
Railway Millesman,1,Railway Millesman,UNCHANGED,Millesman,Railway Milesman
Railway Milse Man,1,Railway Milse Man,UNCHANGED,Milse,Railway Miles Man
Railway Offecial,1,Railway Offecial,UNCHANGED,Offecial,Railway Official
Railway Peatelayer,1,Railway Peatelayer,UNCHANGED,Peatelayer,Railway Platelayer
Railway Platelayor,1,Railway Platelayor,UNCHANGED,Platelayor,Railway Platelayer
Railway Plateloger,1,Railway Plateloger,UNCHANGED,Plateloger,Railway Platelayer
Railway Platslayer,1,Railway Platslayer,UNCHANGED,Platslayer,Railway Platelayer
Railway Porder,1,Railway Porder,UNCHANGED,Porder,Railway Porter
Railway Portere,1,Railway Portere,UNCHANGED,Portere,Railway Porter
Railway Proter,1,Railway Proter,UNCHANGED,Proter,Railway Porter
Railway Prter,1,Railway Prter,UNCHANGED,Prter,Railway Porter
Railway Rorter,1,Railway Rorter,UNCHANGED,Rorter,Railway Porter
Railway Serveant,1,Railway Serveant,UNCHANGED,Serveant,Railway Servant
Railway Servent,1,Railway Servent,UNCHANGED,Servent,Railway Servant
Railway Sevant,1,Railway Sevant,STANDARD,Sevant,Railway Servant
Railway Shinter,1,Railway Shinter,UNCHANGED,Shinter,Railway Shunter
Railway Shunte,1,Railway Shunte,UNCHANGED,Shunte,Railway Shunter
Railway Sianalman,1,Railway Sianalman,UNCHANGED,Sianalman,Railway Signalman
Railway Siginal Man,1,Railway Siginal Man,UNCHANGED,Siginal,Railway Signal Man
Railway Signelman,1,Railway Signelman,UNCHANGED,Signelman,Railway Signalman
Railway Singal Man,1,Railway Singal Man,UNCHANGED,Singal,Railway Signal Man
Railway Singnal Man,1,Railway Singnal Man,UNCHANGED,Singnal,Railway Signal Man
Railway Singnel Man,1,Railway Singnel Man,UNCHANGED,Singnel,Railway Signal Man
Railway Torter,1,Railway Torter,UNCHANGED,Torter,Railway Porter
Railway-Mileman,1,Railway Mileman,NORMALIZATION,Mileman,Railway Milesman
Railway-Platlayer,1,Railway Platlayer,NORMALIZATION,Platlayer,Railway Platelayer
Railway-Sevant,1,Railway Sevant,NORMALIZATION,Sevant,Railway Servant
Railwy Gangar,1,Railwy Gangar,UNCHANGED,Railwy; Gangar,Railway Ganger
Railwy Signalman,1,Railwy Signalman,UNCHANGED,Railwy,Railway Signalman
Railyway Ganger,1,Railyway Ganger,UNCHANGED,Railyway,Railway Ganger
Railyway Servant,1,Railyway Servant,UNCHANGED,Railyway,Railway Servant
Raiway Clerk,1,Raiway Clerk,UNCHANGED,Raiway,Railway Clerk
Raiway Guard,1,Raiway Guard,UNCHANGED,Raiway,Railway Guard
Raiway Porler,1,Raiway Porler,UNCHANGED,Raiway; Porler,Railway Porter
Rallway Guard,1,Rallway Guard,UNCHANGED,Rallway,Railway Guard
Ralway Guard,1,Ralway Guard,UNCHANGED,Ralway,Railway Guard
Ralway Milsman,1,Ralway Milsman,UNCHANGED,Ralway; Milsman,Railway Milesman
Raly Laborer,1,Raly Labourer,AMERICAN_SPELLING,Raly,Rly Labourer
Range Settor,1,Range Settor,UNCHANGED,Settor,Range Setter
Range Sstter,1,Range Sstter,UNCHANGED,Sstter,Range Setter
Rate Callector,1,Rate Callector,UNCHANGED,Callector,Rate Collector
Rate Colletor,1,Rate Colletor,UNCHANGED,Colletor,Rate Collector
Reciving Out Door Relief,1,Reciving Out Door Relief,UNCHANGED,Reciving,Receiving Out Door Relief
Reelar (Linen),1,Reelar Linen,NORMALIZATION,Reelar,Reeler Linen
Reelar (Mill),1,Reelar Mill,NORMALIZATION,Reelar,Reeler Mill
Reelar Linen Mill,1,Reelar Linen Mill,UNCHANGED,Reelar,Reeler Linen Mill
Reelar Mill,1,Reelar Mill,STANDARD,Reelar,Reeler Mill
Reelar-(Flax Mill),1,Reelar Flax Mill,NORMALIZATION,Reelar,Reeler Flax Mill
Reelar-Yarn,1,Reelar Yarn,NORMALIZATION,Reelar,Reeler Yarn
Reeler Yorn,1,Reeler Yorn,UNCHANGED,Yorn,Reeler Yarn
Reelery Linen,1,Reelery Linen,UNCHANGED,Reelery,Reeler Linen
Reelier Flax,1,Reelier Flax,UNCHANGED,Reelier,Reeler Flax
Reeller Flax,1,Reeller Flax,UNCHANGED,Reeller,Reeler Flax
Reeller Mill,1,Reeller Mill,UNCHANGED,Reeller,Reeler Mill
Reetired Farmer,1,Reetired Farmer,UNCHANGED,Reetired,Retired Farmer
Refershment House Keeper,1,Refershment Housekeeper,COMPOUND_KEEPER,Refershment,Refreshment Housekeeper
Refreshrent House Keeper,1,Refreshrent Housekeeper,COMPOUND_KEEPER,Refreshrent,Refreshment Housekeeper
Refresment House Keeper,1,Refresment Housekeeper,COMPOUND_KEEPER,Refresment,Refreshment Housekeeper
Refrestment House Keeper,1,Refrestment Housekeeper,COMPOUND_KEEPER,Refrestment,Refreshment Housekeeper
Reileaf Stamper,1,Reileaf Stamper,UNCHANGED,Reileaf,Relief Stamper
Reitired Station Master,1,Reitired Station Master,UNCHANGED,Reitired,Retired Station Master
Reitred Farmer,1,Reitred Farmer,UNCHANGED,Reitred,Retired Farmer
Releer Yarn,1,Releer Yarn,UNCHANGED,Releer,Reeler Yarn
Reler in Mill,1,Reler in Mill,UNCHANGED,Reler,Reeler in Mill
Relief Stampes,1,Relief Stampes,UNCHANGED,Stampes,Relief Stamper
Relief Stemper,1,Relief Stemper,UNCHANGED,Stemper,Relief Stamper
Resedent Magistrate,1,Resedent Magistrate,UNCHANGED,Resedent,Resident Magistrate
Resfreshment House Keeper,1,Resfreshment Housekeeper,COMPOUND_KEEPER,Resfreshment,Refreshment Housekeeper
Residend Magistrate,1,Residend Magistrate,UNCHANGED,Residend,Resident Magistrate
Resident Magistrade,1,Resident Magistrade,UNCHANGED,Magistrade,Resident Magistrate
Resident Mangistrate,1,Resident Mangistrate,UNCHANGED,Mangistrate,Resident Magistrate
Restaruant Keeper,1,Restaruant Keeper,UNCHANGED,Restaruant,Restaurant Keeper
Restaurent Keeper,1,Restaurent Keeper,UNCHANGED,Restaurent,Restaurant Keeper
Resteruant Keeper,1,Resteruant Keeper,UNCHANGED,Resteruant,Restaurant Keeper
Restruant Keeper,1,Restruant Keeper,UNCHANGED,Restruant,Restaurant Keeper
Reteired Labourer,1,Reteired Labourer,UNCHANGED,Reteired,Retired Labourer
Retered Teacher,1,Retered Teacher,UNCHANGED,Retered,Retired Teacher
Reterid School Mistress,1,Reterid School Mistress,UNCHANGED,Reterid,Retired School Mistress
Retierd House Keeper,1,Retierd Housekeeper,COMPOUND_KEEPER,Retierd,Retired Housekeeper
Retird Grocer,1,Retird Grocer,UNCHANGED,Retird,Retired Grocer
Retird Servant,1,Retird Servant,UNCHANGED,Retird,Retired Servant
Retird Teacher,1,Retird Teacher,UNCHANGED,Retird,Retired Teacher
Retired Agricultrual Labourer,1,Retired Agricultrual Labourer,UNCHANGED,Agricultrual,Retired Agricultural Labourer
Retired Agricutural Labourer,1,Retired Agricutural Labourer,UNCHANGED,Agricutural,Retired Agricultural Labourer
Retired Buildar,1,Retired Buildar,UNCHANGED,Buildar,Retired Builder
Retired Clerke,1,Retired Clerke,UNCHANGED,Clerke,Retired Clerk
Retired Coachman Domestc Servant,1,Retired Coachman Domestc Servant,UNCHANGED,Domestc,Retired Coachman Domestic Servant
Retired Commercial Traveler,1,Retired Commercial Traveler,UNCHANGED,Traveler,Retired Commercial Traveller
Retired Commercial Travellar,1,Retired Commercial Travellar,UNCHANGED,Travellar,Retired Commercial Traveller
Retired Crocer,1,Retired Crocer,UNCHANGED,Crocer,Retired Grocer
Retired Domestic Servat,1,Retired Domestic Servat,UNCHANGED,Servat,Retired Domestic Servant
Retired Domestic Servnt,1,Retired Domestic Servnt,UNCHANGED,Servnt,Retired Domestic Servant
Retired Farm Servent,1,Retired Farm Servent,UNCHANGED,Servent,Retired Farm Servant
Retired Farmen,1,Retired Farmen,UNCHANGED,Farmen,Retired Farmer
Retired Farmr,1,Retired Farmr,UNCHANGED,Farmr,Retired Farmer
Retired Farner,1,Retired Farner,UNCHANGED,Farner,Retired Farmer
Retired Groer,1,Retired Groer,UNCHANGED,Groer,Retired Grocer
Retired Labouer,1,Retired Labouer,UNCHANGED,Labouer,Retired Labourer
Retired Land Sterward,1,Retired Land Sterward,UNCHANGED,Sterward,Retired Land Steward
Retired Lobourer,1,Retired Lobourer,UNCHANGED,Lobourer,Retired Labourer
Retired N.Teacher Pensioner,1,Retired N.Teacher Pensioner,UNCHANGED,N.Teacher,Retired Teacher Pensioner
Retired Pressmaker,1,Retired Pressmaker,UNCHANGED,Pressmaker,Retired Dressmaker
Retired Pubelican,1,Retired Pubelican,UNCHANGED,Pubelican,Retired Publican
Retired Seamsterss,1,Retired Seamsterss,UNCHANGED,Seamsterss,Retired Seamstress
Retired Serveant,1,Retired Serveant,UNCHANGED,Serveant,Retired Servant
Retired Servent,1,Retired Servent,UNCHANGED,Servent,Retired Servant
Retired Servint,1,Retired Servint,UNCHANGED,Servint,Retired Servant
Retired Sevant,1,Retired Sevant,UNCHANGED,Sevant,Retired Servant
Retired Smeamstress,1,Retired Smeamstress,UNCHANGED,Smeamstress,Retired Seamstress
Retired Teatcher,1,Retired Teatcher,UNCHANGED,Teatcher,Retired Teacher
Retired Wealer,1,Retired Wealer,UNCHANGED,Wealer,Retired Weaver
