occupation,count,corrected_occupation,change_category
House-Work,35,Housework,DICT_LOOKUP; NORMALIZATION
R C Priest,35,Roman Catholic Priest,DICT_LOOKUP
Railway Labour,35,Railway Labourer,DICT_LOOKUP
Schloar,35,Scholar,DICT_LOOKUP
Scholoar,35,Scholar,DICT_LOOKUP
Scoolar,35,Scholar,DICT_LOOKUP
Shop Keepers Wife,35,Shopkeeper's Wife,DICT_LOOKUP
Clerk (Railway),34,Railway Clerk,DICT_LOOKUP; NORMALIZATION
Clerk-Railway,34,Railway Clerk,DICT_LOOKUP; NORMALIZATION
House-Keeping,34,House Keeping,NORMALIZATION
Kitchen Maid-Domestic Servant,34,Kitchen Maid Domestic Servant,NORMALIZATION
Land Agents Assistant,34,Land Agent's Assistant,DICT_LOOKUP
Scool Boy,34,School Boy,DICT_LOOKUP
Shoolar,34,Scholar,DICT_LOOKUP
(General) Domestic Servant,33,General Domestic Servant,NORMALIZATION
Clerk Post Office,33,Post Office Clerk,DICT_LOOKUP
Coachman - Domestic Servant,33,Coachman Domestic Servant,NORMALIZATION
Farmers Mother in Law,33,Farmer's Mother in Law,DICT_LOOKUP
Fishermans Wife,33,Fisherman's Wife,DICT_LOOKUP
Hair-Dresser,33,Hairdresser,DICT_LOOKUP; NORMALIZATION
Nurse (Domestic),33,Nurse Domestic,NORMALIZATION
Accountants Clerk,32,Accountant's Clerk,DICT_LOOKUP
Agricultural Labourers Daughter,32,Agricultural Labourer's Daughter,DICT_LOOKUP
Blacksmiths Apprentice,32,Blacksmith's Apprentice,DICT_LOOKUP
Book - Keeper,32,Bookkeeper,DICT_LOOKUP; NORMALIZATION
Care-Taker,32,Caretaker,DICT_LOOKUP; NORMALIZATION
Carpenter (Master),32,Carpenter Master,NORMALIZATION
Coach-Builder,32,Coach Builder,NORMALIZATION
Domestic Servant-Nurse,32,Domestic Servant Nurse,NORMALIZATION
Gardener (Domestic Servant),32,Gardener Domestic Servant,NORMALIZATION
Harness-Maker,32,Harness Maker,NORMALIZATION
House maid,32,Housemaid,DICT_LOOKUP
Silver Smith,32,Silversmith,DICT_LOOKUP
Tin-Smith,32,Tinsmith,DICT_LOOKUP; NORMALIZATION
Wool-Weaver,32,Wool Weaver,NORMALIZATION
(Agricultural Labourer),31,Agricultural Labourer,NORMALIZATION
(Cook) Domestic Servant,31,Cook Domestic Servant,NORMALIZATION
Car-Owner,31,Car Owner,NORMALIZATION
Coach-Man,31,Coachman,DICT_LOOKUP; NORMALIZATION
Coachman-Domestic,31,Coachman Domestic,NORMALIZATION
Cook (Domestic),31,Cook Domestic,NORMALIZATION
Gardner-Domestic Servant,31,Gardener Domestic Servant,DICT_LOOKUP; NORMALIZATION
Printers Labourer,31,Printer's Labourer,DICT_LOOKUP
Watch Man,31,Watchman,DICT_LOOKUP
Wheel Wright,31,Wheelwright,DICT_LOOKUP
Book-Folder,30,Book Folder,NORMALIZATION
Brewers Clerk,30,Brewer's Clerk,DICT_LOOKUP
Char - Woman,30,Char Woman,NORMALIZATION
Chemists Apprentice,30,Chemist's Apprentice,DICT_LOOKUP
Fisher-Man,30,Fisherman,DICT_LOOKUP; NORMALIZATION
Housekeeper (Domestic),30,Housekeeper Domestic,NORMALIZATION
Laundress-Domestic Servant,30,Laundress Domestic Servant,NORMALIZATION
Shoe - Maker,30,Shoemaker,DICT_LOOKUP; NORMALIZATION
Shoemakers Wife,30,Shoemaker's Wife,DICT_LOOKUP
Van-Man,30,Van Man,NORMALIZATION
Doffer (Linen),29,Doffer Linen,NORMALIZATION
General - Domestic Servant,29,General Domestic Servant,NORMALIZATION
General servant Domestic,29,General Domestic Servant,DICT_LOOKUP
House Keeper (Domestic),29,House Keeper Domestic,NORMALIZATION
Lodging-House Keeper,29,Lodging House Keeper,NORMALIZATION
Servant-General,29,Servant General,NORMALIZATION
Dealer General,28,General Dealer,DICT_LOOKUP
Domestic Servant (Nurse),28,Domestic Servant Nurse,NORMALIZATION
Farmer-Retired,28,Farmer Retired,NORMALIZATION
House-Painter,28,House Painter,NORMALIZATION
Mason (Stone),28,Mason Stone,NORMALIZATION
Post-Boy,28,Post Boy,NORMALIZATION
Gardener-Domestic,27,Gardener Domestic,NORMALIZATION
Gen-Labourer,27,General Labourer,DICT_LOOKUP; NORMALIZATION
Iron-Moulder,27,Iron Moulder,NORMALIZATION
Labourer (Agr),27,Agricultural Labourer,DICT_LOOKUP; NORMALIZATION
Nurse (Hospital),27,Nurse Hospital,NORMALIZATION
R.C. Priest,27,Roman Catholic Priest,DICT_LOOKUP
Warder-Prison Service,27,Warder Prison Service,NORMALIZATION
Brick-Layer,26,Bricklayer,DICT_LOOKUP; NORMALIZATION
General-Servant Domestic,26,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Hem-Stitcher,26,Hem Stitcher,NORMALIZATION
Labourer-Gen,26,General Labourer,DICT_LOOKUP; NORMALIZATION
Nurse (Domestic Servant),26,Nurse Domestic Servant,NORMALIZATION
Parlour Maid-Domestic,26,Parlour Maid Domestic,NORMALIZATION
Shopkeeper-Grocer,26,Shopkeeper Grocer,NORMALIZATION
Weaver (Cotton),26,Weaver Cotton,NORMALIZATION
Wool-Spinner,26,Wool Spinner,NORMALIZATION
Boat-Man,25,Boat Man,NORMALIZATION
Cook - Domestic,25,Cook Domestic,NORMALIZATION
Game-Keeper,25,Game Keeper,NORMALIZATION
General Servant-Domestic Unemployed,25,General Servant Domestic Unemployed,NORMALIZATION
Housemaid (Domestic Servant),25,Housemaid Domestic Servant,NORMALIZATION
Housemaid - Domestic Servant,25,Housemaid Domestic Servant,NORMALIZATION
Gen Servant - Domestic,24,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
General Servant-Dom,24,General Servant Dom,NORMALIZATION
General Servant-Domestic Servant,24,General Servant Domestic Servant,NORMALIZATION
Religious-Sr of Mercy,24,Religious Sr of Mercy,NORMALIZATION
Carpenter (House),23,Carpenter House,NORMALIZATION
Coachman-Domestic Servt,23,Coachman Domestic Servant,DICT_LOOKUP; NORMALIZATION
Farmers Daughter in law,23,Farmer's Daughter in Law,DICT_LOOKUP
Fisher man,23,Fisherman,DICT_LOOKUP
Groom - Domestic Servant,23,Groom Domestic Servant,NORMALIZATION
House-keeper,23,Housekeeper,DICT_LOOKUP; NORMALIZATION
Labourer (Dock),23,Dock Labourer,DICT_LOOKUP; NORMALIZATION
Agricultural - Labourer,22,Agricultural Labourer,NORMALIZATION
Boiler-Maker,22,Boiler Maker,NORMALIZATION
Carpenter-Apprentice,22,Carpenter Apprentice,NORMALIZATION
Farmer's-Son,22,Farmer's Son,NORMALIZATION
General-Servant,22,General Servant,NORMALIZATION
Labour (Farm),22,Labour Farm,NORMALIZATION
Labourer - General,22,General Labourer,DICT_LOOKUP; NORMALIZATION
Laundry-Maid,22,Laundry Maid,NORMALIZATION
Milk Man,22,Milkman,DICT_LOOKUP
Ship Builder,22,Shipbuilder,DICT_LOOKUP
Shopman-Grocer,22,Shopman Grocer,NORMALIZATION
Solicitors Clerk (General),22,Solicitors Clerk General,NORMALIZATION
Assistant House-Keeper,21,Assistant House Keeper,NORMALIZATION
Car-Man,21,Car Man,NORMALIZATION
Clerk (Unemployed),21,Clerk Unemployed,NORMALIZATION
Coachman (Domestic Servant),21,Coachman Domestic Servant,NORMALIZATION
Farm - Servant,21,Farm Servant,NORMALIZATION
Footman-Domestic Servant,21,Footman Domestic Servant,NORMALIZATION
Grocers assistant,21,Grocer's Assistant,DICT_LOOKUP
Groom-Domestic,21,Groom Domestic,NORMALIZATION
House Maid - Domestic Servant,21,House Maid Domestic Servant,NORMALIZATION
Housemaid-Domestic Servt,21,Housemaid Domestic Servant,DICT_LOOKUP; NORMALIZATION
Printer-Compositer,21,Printer Compositer,NORMALIZATION
Reeler (Flax),21,Reeler Flax,NORMALIZATION
Servant-Cook,21,Servant Cook,NORMALIZATION
(Nun) Teacher,20,Nun Teacher,NORMALIZATION
Farm - Labourer,20,Farm Labourer,NORMALIZATION
General Servant (Domestic,20,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
General Servt (Domestic),20,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
House Builder,20,Housebuilder,DICT_LOOKUP
House Maid (Domestic Servant),20,House Maid Domestic Servant,NORMALIZATION
House-Keeper Domestic Servant,20,House Keeper Domestic Servant,NORMALIZATION
Mid-Wife,20,Mid Wife,NORMALIZATION
Tailor (Master),20,Master Tailor,DICT_LOOKUP; NORMALIZATION
Wood-Turner,20,Wood Turner,NORMALIZATION
Gardener - Domestic Servant,19,Gardener Domestic Servant,NORMALIZATION
Hotel-Keeper,19,Hotel Keeper,NORMALIZATION
Parlour Maid - Domestic Servant,19,Parlour Maid Domestic Servant,NORMALIZATION
Parlour-Maid Domestic Servant,19,Parlour Maid Domestic Servant,NORMALIZATION
Shop - Assistant,19,Shop Assistant,NORMALIZATION
Shopkeeper (Grocer),19,Shopkeeper Grocer,NORMALIZATION
(Domestic) Servant,18,Domestic Servant,DICT_LOOKUP; NORMALIZATION
Agricultural Labourer (Unemployed),18,Agricultural Labourer Unemployed,NORMALIZATION
Baker-Master,18,Baker Master,NORMALIZATION
Boarding-House Keeper,18,Boarding House Keeper,NORMALIZATION
Book - Folder,18,Book Folder,NORMALIZATION
Car - Driver,18,Car Driver,NORMALIZATION
Cook-Unemployed,18,Cook Unemployed,NORMALIZATION
Ex-National Teacher,18,Ex National Teacher,NORMALIZATION
Ex-Teacher,18,Ex Teacher,NORMALIZATION
Fish-Dealer,18,Fish Dealer,NORMALIZATION
Gardener-Domestic Servt,18,Gardener Domestic Servant,DICT_LOOKUP; NORMALIZATION
Gen-Dealer,18,Gen Dealer,NORMALIZATION
Genl Servant (Domestic),18,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Genl. Servant-Domestic,18,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Groom (Domestic Servant),18,Groom Domestic Servant,NORMALIZATION
Horse-Dealer,18,Horse Dealer,NORMALIZATION
Kitchenmaid-Domestic Servant,18,Kitchenmaid Domestic Servant,NORMALIZATION
"Labourer, General",18,General Labourer,DICT_LOOKUP
Porter (Shop),18,Porter Shop,NORMALIZATION
Printer (Compositor),18,Printer Compositor,NORMALIZATION
Servant-Farm,18,Servant Farm,NORMALIZATION
Shop-Porter,18,Shop Porter,NORMALIZATION
Clerk (Shipping),17,Clerk Shipping,NORMALIZATION
Domestic Servant-Housemaid,17,Domestic Servant Housemaid,NORMALIZATION
General Labourer (Unemployed),17,General Labourer Unemployed,NORMALIZATION
House-Holder,17,House Holder,NORMALIZATION
Labourer (Genl.),17,Labourer Genl.,NORMALIZATION
Land-Owner,17,Land Owner,NORMALIZATION
Law Clerk (General),17,Law Clerk General,NORMALIZATION
Nurse - Domestic,17,Nurse Domestic,NORMALIZATION
Painter-Compositor,17,Painter Compositor,NORMALIZATION
Servant (Cook),17,Servant Cook,NORMALIZATION
Teacher (National),17,Teacher National,NORMALIZATION
Wash-Woman,17,Wash Woman,NORMALIZATION
Bakers Assistant,16,Baker's Assistant,DICT_LOOKUP
Basket-Maker,16,Basket Maker,NORMALIZATION
Blacksmith-Master,16,Blacksmith Master,NORMALIZATION
Boot and Shoe-Maker,16,Boot and Shoe Maker,NORMALIZATION
Carpenter - Master,16,Carpenter Master,NORMALIZATION
Clerk-Commercial,16,Clerk Commercial,NORMALIZATION
Coach Man-Domestic Servant,16,Coach Man Domestic Servant,NORMALIZATION
Commercial Traveller (Drapery),16,Commercial Traveller Drapery,NORMALIZATION
Farmer-Fisherman,16,Farmer Fisherman,NORMALIZATION
General (Domestic) Servant,16,General Domestic Servant,NORMALIZATION
General Domestic-Servant,16,General Domestic Servant,NORMALIZATION
General-Domestic,16,General Domestic,NORMALIZATION
General-Domestic Servt,16,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Genl. Servt-Domestic,16,Genl. Servt Domestic,NORMALIZATION
Horse-Shoer,16,Horse Shoer,NORMALIZATION
House and Parlour Maid-Domestic Servant,16,House and Parlour Maid Domestic Servant,NORMALIZATION
Labour-General,16,Labour General,NORMALIZATION
Labourer (Quay),16,Quay Labourer,DICT_LOOKUP; NORMALIZATION
None (Pauper),16,None Pauper,NORMALIZATION
Parlour-Maid,16,Parlour Maid,NORMALIZATION
Printer-Master,16,Printer Master,NORMALIZATION
Railway-Labourer,16,Railway Labourer,NORMALIZATION
Religious-Teacher,16,Religious Teacher,NORMALIZATION
Room-Keeper,16,Room Keeper,NORMALIZATION
Servant-Nurse,16,Servant Nurse,NORMALIZATION
Sub-Postmistress,16,Sub Postmistress,NORMALIZATION
Teacher (School),16,Teacher School,NORMALIZATION
Teachers Daughter,16,Teacher's Daughter,DICT_LOOKUP
(Linen) Mill Worker,15,Linen Mill Worker,NORMALIZATION
Bleacher (Linen),15,Bleacher Linen,NORMALIZATION
Bread-Server,15,Bread Server,NORMALIZATION
Carpenter (Apprentice),15,Carpenter Apprentice,NORMALIZATION
Carpenter (Unemployed),15,Carpenter Unemployed,NORMALIZATION
Domestic Servant (Housemaid),15,Domestic Servant Housemaid,NORMALIZATION
Domestic Servant-Unemployed,15,Domestic Servant Unemployed,NORMALIZATION
Drapers-Assistant,15,Draper's Assistant,DICT_LOOKUP; NORMALIZATION
Dress-maker,15,Dressmaker,DICT_LOOKUP; NORMALIZATION
Gen'l Servant (Domestic),15,Gen'l Servant Domestic,NORMALIZATION
Gl Servant-Domestic,15,Gl Servant Domestic,NORMALIZATION
House Maid-Domestic Servt,15,House Maid Domestic Servt,NORMALIZATION
Laborer (Farm),15,Laborer Farm,NORMALIZATION
Labourer-Domestic,15,Labourer Domestic,NORMALIZATION
Linen-Lapper,15,Linen Lapper,NORMALIZATION
Painter (House),15,Painter House,NORMALIZATION
Porter (Grocers),15,Porter Grocers,NORMALIZATION
Retired-Farmer,15,Retired Farmer,NORMALIZATION
Shoe maker,15,Shoemaker,DICT_LOOKUP
Shop-Girl,15,Shop Girl,NORMALIZATION
Spinner-Flax,15,Spinner Flax,NORMALIZATION
Vest-Maker,15,Vest Maker,NORMALIZATION
Watch-Maker,15,Watchmaker,DICT_LOOKUP; NORMALIZATION
Yard-Man,15,Yard Man,NORMALIZATION
(Infant),14,Infant,NORMALIZATION
Box-Maker,14,Boxmaker,DICT_LOOKUP; NORMALIZATION
Clerk (Linen),14,Clerk Linen,NORMALIZATION
Coach-Maker,14,Coachmaker,DICT_LOOKUP; NORMALIZATION
Domestic-General Servant,14,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Farmer daughter,14,Farmer's Daughter,DICT_LOOKUP
Farmer's-Daughter,14,Farmer's Daughter,NORMALIZATION
Fisherman-Farm Labourer,14,Fisherman Farm Labourer,NORMALIZATION
G Servant-Domestic,14,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
House Maid (Domestic),14,House Maid Domestic,NORMALIZATION
House work,14,Housework,DICT_LOOKUP
Housemaid - Domestic,14,Housemaid Domestic,NORMALIZATION
Iron-Turner,14,Iron Turner,NORMALIZATION
Labourer (Agricl),14,Labourer Agricl,NORMALIZATION
Mill Worker (Flax),14,Mill Worker Flax,NORMALIZATION
Mill Worker (Linen),14,Mill Worker Linen,NORMALIZATION
National School-Teacher,14,National School Teacher,NORMALIZATION
Nuns (Teaching Order)),14,Nuns Teaching Order,NORMALIZATION
Rural Post-Man,14,Rural Post Man,NORMALIZATION
Stable-Lad,14,Stable Lad,NORMALIZATION
Waiter (Hotel),14,Waiter Hotel,NORMALIZATION
(Scholar),13,Scholar,NORMALIZATION
Agricl-Labourer,13,Agricultural Labourer,DICT_LOOKUP; NORMALIZATION
Assistant (Shop),13,Assistant Shop,NORMALIZATION
Clerk (Law),13,Clerk Law,NORMALIZATION
Cook - Domestic Servt,13,Cook Domestic Servant,DICT_LOOKUP; NORMALIZATION
Dealer (Pedlar),13,Dealer Pedlar,NORMALIZATION
Domestic (General) Servant,13,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Fancy Box-Maker,13,Fancy Box Maker,NORMALIZATION
Farmers-Wife,13,Farmer's Wife,DICT_LOOKUP; NORMALIZATION
Gen. Servant-Domestic,13,Gen. Servant Domestic,NORMALIZATION
General Servt - Domestic,13,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
General-Servant-Domestic,13,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
House - Wife,13,Housewife,DICT_LOOKUP; NORMALIZATION
Labourer general,13,General Labourer,DICT_LOOKUP
Lace-Worker,13,Lace Worker,NORMALIZATION
Member of Religions Community (Teacher),13,Member of Religions Community Teacher,NORMALIZATION
Nuns of St. John of God-Nursing Order,13,Nuns of St. John of God Nursing Order,NORMALIZATION
Painter-House,13,Painter House,NORMALIZATION
Priest R C (Clergyman),13,Priest R C Clergyman,NORMALIZATION
School-Master,13,Schoolmaster,DICT_LOOKUP; NORMALIZATION
Shirt-Cutter,13,Shirt Cutter,NORMALIZATION
Shop Keeper (Publican),13,Shop Keeper Publican,NORMALIZATION
Shopkeeper-Publican,13,Shopkeeper Publican,NORMALIZATION
Smith (Black),13,Smith Black,NORMALIZATION
Spinner (Wool),13,Spinner Wool,NORMALIZATION
Spinner (Yarn),13,Spinner Yarn,NORMALIZATION
Spinner - Flax,13,Spinner Flax,NORMALIZATION
Teacher (Music),13,Teacher Music,NORMALIZATION
Tenter (Linen),13,Tenter Linen,NORMALIZATION
(Agricultural) Labourer,12,Agricultural Labourer,NORMALIZATION
Brass-Finisher,12,Brass Finisher,NORMALIZATION
Cook-Domestic Servant Unemployed,12,Cook Domestic Servant Unemployed,NORMALIZATION
Dock-Labourer,12,Dock Labourer,NORMALIZATION
Domestic - Servant,12,Domestic Servant,DICT_LOOKUP; NORMALIZATION
Dressmaker-Apprentice,12,Dressmaker Apprentice,NORMALIZATION
Engine-Driver,12,Engine Driver,NORMALIZATION
Farmer's Grand-Daughter,12,Farmer's Grand Daughter,NORMALIZATION
Fisherman-Farmer,12,Fisherman Farmer,NORMALIZATION
Fitter (Engine),12,Fitter Engine,NORMALIZATION
Fowl-Dealer,12,Fowl Dealer,NORMALIZATION
General - Domestic,12,General Domestic,NORMALIZATION
General Servt.-Domestic,12,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Horse-Trainer,12,Horse Trainer,NORMALIZATION
House Keeper (Domestic Servant),12,House Keeper Domestic Servant,NORMALIZATION
Labourer-Domestic Servant,12,Labourer Domestic Servant,NORMALIZATION
Labr-General,12,Labr General,NORMALIZATION
Mason-Stone,12,Mason Stone,NORMALIZATION
Message-Boy,12,Message Boy,NORMALIZATION
Painter-Master,12,Painter Master,NORMALIZATION
Parlour Maid-Domestic Servt,12,Parlour Maid Domestic Servt,NORMALIZATION
Roman Catholic-Nun,12,Roman Catholic Nun,NORMALIZATION
Salt-Maker in Quarry,12,Salt Maker in Quarry,NORMALIZATION
Servant (General Domestic),12,Servant General Domestic,NORMALIZATION
Shop Assistant (Drapery),12,Shop Assistant Drapery,NORMALIZATION
Shop Assistant-Grocery,12,Shop Assistant Grocery,NORMALIZATION
Stable-Boy,12,Stable Boy,NORMALIZATION
Vice-Folder,12,Vice Folder,NORMALIZATION
(No Occupation),11,No Occupation,NORMALIZATION
(Nuns) Religious S.M.R,11,Nuns Religious S.M.R,NORMALIZATION
Agric-Labourer,11,Agricultural Labourer,DICT_LOOKUP; NORMALIZATION
Bank-Clerk,11,Bank Clerk,NORMALIZATION
Bar-Man,11,Barman,DICT_LOOKUP; NORMALIZATION
Black - Smith,11,Blacksmith,DICT_LOOKUP; NORMALIZATION
Blacksmith (Master),11,Blacksmith Master,NORMALIZATION
Boot - Maker,11,Bootmaker,DICT_LOOKUP; NORMALIZATION
Brick-Yard Labourer,11,Brick Yard Labourer,NORMALIZATION
Cattle-Drover,11,Cattle Drover,NORMALIZATION
Clerk (Brewery),11,Clerk Brewery,NORMALIZATION
Coachman (Domestic),11,Coachman Domestic,NORMALIZATION
Commercial Clerk (Drapery),11,Commercial Clerk Drapery,NORMALIZATION
Cook-Domestic Servt.,11,Cook Domestic Servt.,NORMALIZATION
Dairy-Keeper,11,Dairy Keeper,NORMALIZATION
Dealer (General),11,General Dealer,DICT_LOOKUP; NORMALIZATION
F-Daughter,11,F Daughter,NORMALIZATION
Farm Servant - Domestic,11,Farm Servant Domestic,NORMALIZATION
Flax-Spinner,11,Flax Spinner,NORMALIZATION
Fruit-Dealer,11,Fruit Dealer,NORMALIZATION
Gardner-Domestic,11,Gardener Domestic,DICT_LOOKUP; NORMALIZATION
General Labourer (Agricultural),11,General Labourer Agricultural,NORMALIZATION
House-Maid Domestic,11,House Maid Domestic,NORMALIZATION
Kitchen Maid-Domestic,11,Kitchen Maid Domestic,NORMALIZATION
Labourer - Farm,11,Farm Labourer,DICT_LOOKUP; NORMALIZATION
Labourer-Unemployed,11,Labourer Unemployed,NORMALIZATION
Linen - Weaver,11,Linen Weaver,NORMALIZATION
Lock-Keeper,11,Lock Keeper,NORMALIZATION
Nurse (Ladies),11,Nurse Ladies,NORMALIZATION
Paper Hanger,11,Paperhanger,DICT_LOOKUP
Police Man,11,Policeman,DICT_LOOKUP
Retired-Domestic Servant,11,Retired Domestic Servant,NORMALIZATION
School - Boy,11,School Boy,NORMALIZATION
Servant-General Domestic,11,Servant General Domestic,NORMALIZATION
Shop Keeper-Grocer,11,Shop Keeper Grocer,NORMALIZATION
Shop-Man,11,Shop Man,NORMALIZATION
Teacher (Unemployed),11,Teacher Unemployed,NORMALIZATION
Teacher-National,11,Teacher National,NORMALIZATION
Weaver-Cambric,11,Weaver Cambric,NORMALIZATION
Work-Mistress,11,Work Mistress,NORMALIZATION
(Domestic) General Servant,10,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
(None),10,None,NORMALIZATION
Book keeper,10,Bookkeeper,DICT_LOOKUP
Clerk-Unemployed,10,Clerk Unemployed,NORMALIZATION
Coach - Man,10,Coachman,DICT_LOOKUP; NORMALIZATION
Coach-Man Domestic Servant,10,Coach Man Domestic Servant,NORMALIZATION
Coach-Painter,10,Coach Painter,NORMALIZATION
Domestic Servant - General,10,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Farmers Son-in-Law,10,Farmer's Son in Law,DICT_LOOKUP; NORMALIZATION
General Servant (Dom),10,General Servant Dom,NORMALIZATION
Genl Servant - Domestic,10,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
House-Keeper Domestic,10,House Keeper Domestic,NORMALIZATION
Labourer (Agric),10,Labourer Agric,NORMALIZATION
Labourer (Railway),10,Railway Labourer,DICT_LOOKUP; NORMALIZATION
Labourer (Unemployed),10,Labourer Unemployed,NORMALIZATION
Lay-Brother,10,Lay Brother,NORMALIZATION
Lodging House-Keeper,10,Lodging House Keeper,NORMALIZATION
Machinist-Shirt Factory,10,Machinist Shirt Factory,NORMALIZATION
Messenger-Boy,10,Messenger Boy,NORMALIZATION
Miner (Coal),10,Miner Coal,NORMALIZATION
Music-Teacher,10,Music Teacher,NORMALIZATION
News-Vendor,10,News Vendor,NORMALIZATION
Parlour Maid (Domestic Servant),10,Parlour Maid Domestic Servant,NORMALIZATION
Pattern-Maker,10,Pattern Maker,NORMALIZATION
Plough-Man,10,Plough Man,NORMALIZATION
Plumber-Master,10,Plumber Master,NORMALIZATION
Post - Man,10,Postman,DICT_LOOKUP; NORMALIZATION
Reeler (Yarn),10,Reeler Yarn,NORMALIZATION
School - Girl,10,School Girl,NORMALIZATION
School-Mistress,10,Schoolmistress,DICT_LOOKUP; NORMALIZATION
Servant General-Domestic,10,Servant General Domestic,NORMALIZATION
Shopman (Grocery),10,Shopman Grocery,NORMALIZATION
Spirit-Merchant,10,Spirit Merchant,NORMALIZATION
Spreader (Flax),10,Spreader Flax,NORMALIZATION
Stable-Man,10,Stable Man,NORMALIZATION
Tailor - Master,10,Master Tailor,DICT_LOOKUP; NORMALIZATION
Tailor-Apprentice,10,Tailor Apprentice,NORMALIZATION
Traveller (Drapery),10,Traveller Drapery,NORMALIZATION
Waiter-Domestic Servant,10,Waiter Domestic Servant,NORMALIZATION
Winder (Yarn),10,Winder Yarn,NORMALIZATION
Assistant (Draper),9,Assistant Draper,NORMALIZATION
Attending School (Scholar),9,Attending School Scholar,NORMALIZATION
Bar maid,9,Barmaid,DICT_LOOKUP
Beetler (Linen),9,Beetler Linen,NORMALIZATION
Cabinet - Maker,9,Cabinetmaker,DICT_LOOKUP; NORMALIZATION
Carpenter-Joiner,9,Carpenter Joiner,NORMALIZATION
Clerk (Apprentice),9,Clerk Apprentice,NORMALIZATION
Clerk (General),9,Clerk General,NORMALIZATION
Clerk Bank,9,Bank Clerk,DICT_LOOKUP
Compositor-Printer,9,Compositor Printer,NORMALIZATION
Cook-Dom Servt,9,Cook Dom Servt,NORMALIZATION
Cook-Domestic Sert,9,Cook Domestic Sert,NORMALIZATION
Cook-Domestic Svt,9,Cook Domestic Svt,NORMALIZATION
Domestic Servant House maid,9,Housemaid Domestic Servant,DICT_LOOKUP
Domestic Servant-Groom,9,Domestic Servant Groom,NORMALIZATION
Dressmaker (Apprentice),9,Dressmaker Apprentice,NORMALIZATION
Factory Hand-Creamery,9,Factory Hand Creamery,NORMALIZATION
Farmer - Retired,9,Farmer Retired,NORMALIZATION
Farmer's Daughter-in-Law,9,Farmer's Daughter in Law,NORMALIZATION
General (Domestic Servant),9,General Domestic Servant,NORMALIZATION
General (Domestic),9,General Domestic,NORMALIZATION
General Servant- Domestic,9,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
General Servant-(Domestic),9,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
General Servant-Unemployed,9,General Servant Unemployed,NORMALIZATION
House - Maid,9,Housemaid,DICT_LOOKUP; NORMALIZATION
