occupation,count,corrected_occupation,change_category
Bookkeeper and Timber,1,Bookkeeper and Timber,UNCHANGED
Bookkeeper at General H.ware and Grocery and C,1,Bookkeeper at General H.ware and Grocery and C,UNCHANGED
Bookkeeper Collar Factory,1,Bookkeeper Collar Factory,UNCHANGED
Bookkeeper Cone Mill,1,Bookkeeper Cone Mill,UNCHANGED
Bookkeeper Distillery,1,Bookkeeper Distillery,UNCHANGED
Bookkeeper Dockyard,1,Bookkeeper Dockyard,UNCHANGED
Bookkeeper Drapery,1,Bookkeeper Drapery,STANDARD
Bookkeeper Grain,1,Bookkeeper Grain,UNCHANGED
Bookkeeper in Corn Mill,1,Bookkeeper in Corn Mill,STANDARD
Bookkeeper in Flax Spinning Mill,1,Bookkeeper in Flax Spinning Mill,UNCHANGED
Bookkeeper in Grocer's Shop,1,Bookkeeper in Grocer's Shop,STANDARD
Bookkeeper in Iron Works,1,Bookkeeper in Iron Works,UNCHANGED
Bookkeeper in Numbers Shop,1,Bookkeeper in Numbers Shop,UNCHANGED
BookKeeper in Painters Establishment,1,BookKeeper in Painters Establishment,UNCHANGED
Bookkeeper in Printing and Finishing Works,1,Bookkeeper in Printing and Finishing Works,UNCHANGED
Bookkeeper in Railway Office,1,Bookkeeper in Railway Office,UNCHANGED
Bookkeeper Linen Business,1,Bookkeeper Linen Business,STANDARD
Bookkeeper Linen Mill,1,Bookkeeper Linen Mill,UNCHANGED
Bookkeeper Linen Trade,1,Bookkeeper Linen Trade,STANDARD
Bookkeeper Manufacture Linen,1,Bookkeeper Manufacture Linen,UNCHANGED
Bookkeeper Omeal Miller,1,Bookkeeper Omeal Miller,UNCHANGED
Bookkeeper Printing Office and Corporation,1,Bookkeeper Printing Office and Corporation,UNCHANGED
Bookkeeper Timber Trade,1,Bookkeeper Timber Trade,STANDARD
Bookkeeper to Flesher,1,Bookkeeper to Flesher,UNCHANGED
Bookkeeper to General Mercht,1,Bookkeeper to General Mercht,UNCHANGED
Bookkeeper to Stockworks,1,Bookkeeper to Stockworks,UNCHANGED
Bookkeeper Waterprofers Warehouse,1,Bookkeeper Waterprofers Warehouse,UNCHANGED
Bookkeeper With Shipping,1,Bookkeeper With Shipping,UNCHANGED
"Bookkeeper, Printing Business",1,"Bookkeeper, Printing Business",UNCHANGED
Bookkeeping,1,Bookkeeping,UNCHANGED
Bookkeeping Clerk,1,Bookkeeping Clerk,UNCHANGED
Bookmaker Clerk,1,Bookmaker Clerk,UNCHANGED
Bookmaker's Clerk,1,Bookmaker's Clerk,UNCHANGED
Bookman,1,Bookman,UNCHANGED
Books,1,Books,UNCHANGED
Books Binders,1,Books Binders,UNCHANGED
Books Folder,1,Books Folder,UNCHANGED
Books Keeper,1,Books Keeper,UNCHANGED
Books Sales Woman,1,Books Sales Woman,UNCHANGED
Books Setter Assistant,1,Books Setter Assistant,UNCHANGED
Booksellar,1,Booksellar,UNCHANGED
Bookseller and C,1,Bookseller and C,UNCHANGED
Bookseller and Library,1,Bookseller and Library,UNCHANGED
Bookseller and New Agent,1,Bookseller and New Agent,UNCHANGED
Bookseller and Newsagent,1,Bookseller and Newsagent,UNCHANGED
Bookseller and Publisher,1,Bookseller and Publisher,UNCHANGED
Bookseller and Stantioner,1,Bookseller and Stantioner,UNCHANGED
Bookseller and Stationer Registrar of Marriage,1,Bookseller and Stationer Registrar of Marriage,UNCHANGED
Bookseller and Stationers Assistant,1,Bookseller and Stationers Assistant,UNCHANGED
Bookseller and Stationery,1,Bookseller and Stationery,UNCHANGED
Bookseller and Tobacconist,1,Bookseller and Tobacconist,UNCHANGED
Bookseller Shop,1,Bookseller Shop,UNCHANGED
Bookseller's Clerk,1,Bookseller's Clerk,UNCHANGED
Bookseller's Messenger,1,Bookseller's Messenger,UNCHANGED
Booksellers Clerk,1,Booksellers Clerk,UNCHANGED
Booksellers Shop assistant,1,Booksellers Shop assistant,UNCHANGED
Booksellers Stationers,1,Booksellers Stationers,UNCHANGED
Booksellers' Assistant,1,Booksellers' Assistant,UNCHANGED
Bookstall Boy,1,Bookstall Boy,UNCHANGED
Bookstall Manager,1,Bookstall Manager,UNCHANGED
Bookstall Messenger,1,Bookstall Messenger,UNCHANGED
Bookstand Clerk,1,Bookstand Clerk,UNCHANGED
Boolmaker,1,Boolmaker,UNCHANGED
Boot an Shoemaker,1,Boot an Shoemaker,UNCHANGED
Boot and Clog Maker,1,Boot and Clog Maker,UNCHANGED
Boot and Cloth Dealer,1,Boot and Cloth Dealer,UNCHANGED
Boot and Clothier,1,Boot and Clothier,UNCHANGED
Boot and Clothig Factor,1,Boot and Clothig Factor,UNCHANGED
Boot and Leather Mercant,1,Boot and Leather Mercant,UNCHANGED
Boot and Leather Merch,1,Boot and Leather Merch,UNCHANGED
Boot and Leather Store Man in Warehouse,1,Boot and Leather Store Man in Warehouse,UNCHANGED
Boot and Maker,1,Boot and Maker,UNCHANGED
Boot and Maker Shoe,1,Boot and Maker Shoe,UNCHANGED
Boot and Sh Maker,1,Boot and Sh Maker,UNCHANGED
Boot and Shoe ?,1,Boot and Shoe ?,UNCHANGED
Boot and Shoe Agent,1,Boot and Shoe Agent,UNCHANGED
Boot and Shoe agent,1,Boot and Shoe agent,UNCHANGED
Boot and Shoe Apprent,1,Boot and Shoe Apprent,UNCHANGED
Boot and Shoe Aprentice Employed,1,Boot and Shoe Aprentice Employed,UNCHANGED
Boot and Shoe Broker,1,Boot and Shoe Broker,UNCHANGED
Boot and Shoe Builder,1,Boot and Shoe Builder,UNCHANGED
Boot and Shoe Department Messengerer,1,Boot and Shoe Department Messengerer,UNCHANGED
Boot and Shoe Factorer,1,Boot and Shoe Factorer,UNCHANGED
Boot and Shoe Factory Worker,1,Boot and Shoe Factory Worker,UNCHANGED
Boot and Shoe House Salesman,1,Boot and Shoe House Salesman,UNCHANGED
Boot and Shoe Maher,1,Boot and Shoe Maher,UNCHANGED
Boot and Shoe Mak,1,Boot and Shoe Mak,UNCHANGED
Boot and shoe Maker,1,Boot and shoe Maker,UNCHANGED
Boot and Shoe Maker and Publican,1,Boot and Shoe Maker and Publican,UNCHANGED
Boot and Shoe Maker Cutter and Fitter Tap Travel,1,Boot and Shoe Maker Cutter and Fitter Tap Travel,UNCHANGED
Boot and Shoe Maker's,1,Boot and Shoe Maker's,UNCHANGED
Boot and Shoe Makers Daughter,1,Boot and Shoe Makers Daughter,UNCHANGED
Boot and Shoe Makers Messenger,1,Boot and Shoe Makers Messenger,UNCHANGED
Boot and Shoe Manager,1,Boot and Shoe Manager,UNCHANGED
Boot and Shoe Manufacturer and Merchant Retail,1,Boot and Shoe Manufacturer and Merchant Retail,UNCHANGED
Boot and Shoe Mcht,1,Boot and Shoe Mcht,UNCHANGED
Boot and Shoe Mercht Agricultural,1,Boot and Shoe Mercht Agricultural,UNCHANGED
Boot and Shoe Mertchant,1,Boot and Shoe Mertchant,UNCHANGED
Boot and Shoe Mkr,1,Boot and Shoe Mkr,UNCHANGED
Boot and Shoe Mr,1,Boot and Shoe Mr,UNCHANGED
Boot and Shoe O Preateer,1,Boot and Shoe O Preateer,UNCHANGED
Boot and Shoe Operaten,1,Boot and Shoe Operaten,UNCHANGED
Boot and Shoe Operator,1,Boot and Shoe Operator,UNCHANGED
Boot and Shoe Opperative,1,Boot and Shoe Opperative,UNCHANGED
Boot and Shoe opperator,1,Boot and Shoe opperator,UNCHANGED
Boot and Shoe Shop Manager,1,Boot and Shoe Shop Manager,UNCHANGED
Boot and Shoe Shop Messenger,1,Boot and Shoe Shop Messenger,UNCHANGED
Boot and Shoe Shop Salesman,1,Boot and Shoe Shop Salesman,UNCHANGED
Boot and Shoe Trade Apprentice Salesman,1,Boot and Shoe Trade Apprentice Salesman,UNCHANGED
"Boot and Shoe Trade, Manufacturers Agent",1,"Boot and Shoe Trade, Manufacturers Agent",UNCHANGED
Boot and Shoe Traveller,1,Boot and Shoe Traveller,UNCHANGED
Boot and Shoe Whouse,1,Boot and Shoe Whouse,UNCHANGED
Boot and Shoe. Manufacturer,1,Boot and Shoe. Manufacturer,UNCHANGED
Boot and shoemaker,1,Boot and shoemaker,UNCHANGED
Boot and Shoemaker and c,1,Boot and Shoemaker and c,UNCHANGED
Boot and Shoemaker and Farmer,1,Boot and Shoemaker and Farmer,UNCHANGED
Boot and Shoemaker Emigration Agent,1,Boot and Shoemaker Emigration Agent,UNCHANGED
Boot and Shoemaker Master Master,1,Boot and Shoemaker Master Master,UNCHANGED
Boot and Shoemaker Publican,1,Boot and Shoemaker Publican,UNCHANGED
Boot and Shoemaker's Daughter,1,Boot and Shoemaker's Daughter,UNCHANGED
Boot and Shoemaker's Son,1,Boot and Shoemaker's Son,UNCHANGED
"Boot and Shoemaker, Master",1,"Boot and Shoemaker, Master",UNCHANGED
Boot and Shoemakers,1,Boot and Shoemakers,UNCHANGED
Boot and Shoemaking,1,Boot and Shoemaking,UNCHANGED
Boot and Shoemaking Labourer in Quarry,1,Boot and Shoemaking Labourer in Quarry,UNCHANGED
Boot and Shoeman,1,Boot and Shoeman,UNCHANGED
Boot and Shomarker,1,Boot and Shomarker,UNCHANGED
Boot and Shomender,1,Boot and Shomender,UNCHANGED
Boot and Shooe Maker,1,Boot and Shooe Maker,UNCHANGED
Boot and Shoomaker,1,Boot and Shoomaker,UNCHANGED
Boot and Shoosmaker,1,Boot and Shoosmaker,UNCHANGED
Boot and Show Maker,1,Boot and Show Maker,UNCHANGED
Boot and Show R Maker,1,Boot and Show R Maker,UNCHANGED
Boot and Shuemaker,1,Boot and Shuemaker,UNCHANGED
Boot and Spirit,1,Boot and Spirit,UNCHANGED
Boot and Spirit Shop Assistant,1,Boot and Spirit Shop Assistant,UNCHANGED
Boot Apprtc,1,Boot Apprtc,UNCHANGED
Boot Aprentce,1,Boot Aprentce,UNCHANGED
Boot Bender,1,Boot Bender,UNCHANGED
Boot Binder Employed at Home,1,Boot Binder Employed at Home,UNCHANGED
Boot Binder in Boot Factory,1,Boot Binder in Boot Factory,UNCHANGED
Boot Boarder,1,Boot Boarder,UNCHANGED
Boot Boy Domestic,1,Boot Boy Domestic,UNCHANGED
Boot Broker,1,Boot Broker,UNCHANGED
Boot builder,1,Boot builder,UNCHANGED
Boot Buisness in the Baf Market,1,Boot Buisness in the Baf Market,UNCHANGED
Boot Buisness in the Bax Market,1,Boot Buisness in the Bax Market,UNCHANGED
Boot Canvasser,1,Boot Canvasser,UNCHANGED
Boot Clocer,1,Boot Clocer,UNCHANGED
Boot Cloiser,1,Boot Cloiser,UNCHANGED
Boot closer,1,Boot closer,UNCHANGED
Boot Closer in Factory,1,Boot Closer in Factory,UNCHANGED
Boot Closer Master,1,Boot Closer Master,UNCHANGED
Boot Closer Servant,1,Boot Closer Servant,UNCHANGED
Boot Closes,1,Boot Closes,UNCHANGED
Boot Closes Retired,1,Boot Closes Retired,UNCHANGED
Boot Closher,1,Boot Closher,UNCHANGED
Boot Closinger,1,Boot Closinger,UNCHANGED
Boot Closurers,1,Boot Closurers,UNCHANGED
Boot Clothier,1,Boot Clothier,UNCHANGED
Boot Cutter in Boot Warehouse,1,Boot Cutter in Boot Warehouse,UNCHANGED
Boot Dealer and Draper,1,Boot Dealer and Draper,UNCHANGED
Boot Dealer and Out Fitter,1,Boot Dealer and Out Fitter,UNCHANGED
Boot Domestic,1,Boot Domestic,UNCHANGED
Boot Factor and Lanternist,1,Boot Factor and Lanternist,UNCHANGED
Boot Factory Hand,1,Boot Factory Hand,UNCHANGED
Boot Factory Worker,1,Boot Factory Worker,UNCHANGED
"Boot Factory, Bencher",1,"Boot Factory, Bencher",UNCHANGED
"Boot Factory, Clicker",1,"Boot Factory, Clicker",UNCHANGED
Boot Finesher,1,Boot Finesher,UNCHANGED
Boot Finisher and Shoe Maker,1,Boot Finisher and Shoe Maker,UNCHANGED
Boot Finisher Apprentice,1,Boot Finisher Apprentice,UNCHANGED
Boot Finisher out of Work,1,Boot Finisher out of Work,UNCHANGED
Boot Fitter Unemployed,1,Boot Fitter Unemployed,UNCHANGED
Boot Fitting,1,Boot Fitting,UNCHANGED
Boot Free Maker,1,Boot Free Maker,UNCHANGED
Boot Labour Canel,1,Boot Labour Canel,UNCHANGED
Boot Labourrier,1,Boot Labourrier,UNCHANGED
Boot Last Maker,1,Boot Last Maker,UNCHANGED
Boot Laster,1,Boot Laster,UNCHANGED
Boot Lop Ma,1,Boot Lop Ma,UNCHANGED
Boot M.F.C,1,Boot M.F.C,UNCHANGED
Boot Macheenest,1,Boot Macheenest,UNCHANGED
Boot Machenist Unemployed,1,Boot Machenist Unemployed,UNCHANGED
Boot Machine,1,Boot Machine,UNCHANGED
Boot Machineist,1,Boot Machineist,UNCHANGED
Boot Machiners,1,Boot Machiners,UNCHANGED
Boot Machinest and repairer,1,Boot Machinest and repairer,UNCHANGED
Boot Machinest House Keeping at Present,1,Boot Machinest House Keeping at Present,UNCHANGED
Boot Machining,1,Boot Machining,UNCHANGED
Boot Machinists,1,Boot Machinists,UNCHANGED
Boot Machinistt,1,Boot Machinistt,UNCHANGED
Boot Machints,1,Boot Machints,UNCHANGED
Boot Machnest,1,Boot Machnest,UNCHANGED
Boot Macker,1,Boot Macker,UNCHANGED
Boot Maker and Chisprodick,1,Boot Maker and Chisprodick,UNCHANGED
Boot Maker and Grocer,1,Boot Maker and Grocer,UNCHANGED
Boot Maker and Grocer Shopkeeper,1,Boot Maker and Grocer Shopkeeper,UNCHANGED
Boot Maker and Leather Merchant,1,Boot Maker and Leather Merchant,UNCHANGED
Boot Maker and Operation,1,Boot Maker and Operation,UNCHANGED
Boot Maker and Outfitter,1,Boot Maker and Outfitter,UNCHANGED
Boot Maker and Post Office Keeper,1,Boot Maker and Post Office Keeper,UNCHANGED
Boot Maker Aprentice,1,Boot Maker Aprentice,UNCHANGED
Boot Maker Cycle Agent,1,Boot Maker Cycle Agent,UNCHANGED
Boot Maker Publican,1,Boot Maker Publican,UNCHANGED
Boot Maker's Apprentice,1,Boot Maker's Apprentice,UNCHANGED
Boot Maker's Son,1,Boot Maker's Son,UNCHANGED
Boot Makers Apprentice,1,Boot Makers Apprentice,STANDARD
Boot Makers Master,1,Boot Makers Master,UNCHANGED
Boot Man Labourer on Canal,1,Boot Man Labourer on Canal,UNCHANGED
Boot Manfacturer,1,Boot Manfacturer,UNCHANGED
Boot Manfr.,1,Boot Manfr.,UNCHANGED
Boot Manufactare,1,Boot Manufactare,UNCHANGED
Boot Manufacter Master,1,Boot Manufacter Master,UNCHANGED
Boot Manufacterer,1,Boot Manufacterer,UNCHANGED
Boot Manufactory,1,Boot Manufactory,UNCHANGED
Boot Manufactr,1,Boot Manufactr,UNCHANGED
Boot manufactrut,1,Boot manufactrut,UNCHANGED
Boot Manufactural,1,Boot Manufactural,UNCHANGED
Boot Manufacturer and Lico Publican,1,Boot Manufacturer and Lico Publican,UNCHANGED
Boot Manufacturer and South Cutter,1,Boot Manufacturer and South Cutter,UNCHANGED
Boot Manufacturer Assist,1,Boot Manufacturer Assist,UNCHANGED
Boot Manufacturer J P,1,Boot Manufacturer J P,UNCHANGED
Boot Mashinist,1,Boot Mashinist,UNCHANGED
Boot Mechanic,1,Boot Mechanic,UNCHANGED
Boot Mechanics,1,Boot Mechanics,UNCHANGED
Boot Mehinist,1,Boot Mehinist,UNCHANGED
Boot Merchant and Carpenter,1,Boot Merchant and Carpenter,UNCHANGED
Boot Merchant and Clerk of Markets,1,Boot Merchant and Clerk of Markets,UNCHANGED
Boot Merchant and Repairer,1,Boot Merchant and Repairer,UNCHANGED
Boot Merchant Assist,1,Boot Merchant Assist,UNCHANGED
Boot Merchant Manager,1,Boot Merchant Manager,UNCHANGED
Boot Merchant Shop Assistant,1,Boot Merchant Shop Assistant,UNCHANGED
Boot Merchants Assistant,1,Boot Merchants Assistant,UNCHANGED
Boot Merchants Clerk,1,Boot Merchants Clerk,UNCHANGED
Boot Merchants Daughter,1,Boot Merchants Daughter,UNCHANGED
Boot Mercht and Interest of Money,1,Boot Mercht and Interest of Money,UNCHANGED
Boot Messenger Unemployed,1,Boot Messenger Unemployed,UNCHANGED
Boot of Shoemaker,1,Boot of Shoemaker,UNCHANGED
Boot on Shoe Maker,1,Boot on Shoe Maker,UNCHANGED
Boot on Shoemaker,1,Boot on Shoemaker,UNCHANGED
Boot or out Porter,1,Boot or out Porter,UNCHANGED
Boot or Shoe Trade,1,Boot or Shoe Trade,UNCHANGED
Boot Pager,1,Boot Pager,UNCHANGED
Boot Parles Man,1,Boot Parles Man,UNCHANGED
Boot Polisher,1,Boot Polisher,UNCHANGED
Boot Prepare,1,Boot Prepare,UNCHANGED
Boot Repairer Net Maker,1,Boot Repairer Net Maker,UNCHANGED
Boot Revetter,1,Boot Revetter,UNCHANGED
Boot Revieter,1,Boot Revieter,UNCHANGED
Boot right and Farmer,1,Boot right and Farmer,UNCHANGED
Boot Riveter,1,Boot Riveter,UNCHANGED
Boot Riviter,1,Boot Riviter,STANDARD
Boot Rivitter,1,Boot Rivitter,UNCHANGED
Boot Sailsman,1,Boot Sailsman,UNCHANGED
Boot Sales Apprentice,1,Boot Sales Apprentice,UNCHANGED
Boot Sales Man,1,Boot Sales Man,UNCHANGED
Boot Sales Women,1,Boot Sales Women,UNCHANGED
Boot Saleswom,1,Boot Saleswom,UNCHANGED
Boot Salman,1,Boot Salman,UNCHANGED
Boot Shoe Man,1,Boot Shoe Man,UNCHANGED
Boot Shoe Repairer,1,Boot Shoe Repairer,UNCHANGED
Boot Shoe Trade,1,Boot Shoe Trade,UNCHANGED
Boot Shoemaking,1,Boot Shoemaking,UNCHANGED
Boot Shop Apprentice,1,Boot Shop Apprentice,UNCHANGED
Boot shop Assistant,1,Boot shop Assistant,UNCHANGED
Boot Shop Earn Boy,1,Boot Shop Earn Boy,UNCHANGED
Boot Shop Girl,1,Boot Shop Girl,UNCHANGED
Boot shop manager,1,Boot shop manager,UNCHANGED
Boot Shop Managness,1,Boot Shop Managness,UNCHANGED
Boot Shop Messanger,1,Boot Shop Messanger,UNCHANGED
Boot Shop Messengar,1,Boot Shop Messengar,UNCHANGED
Boot Shop Salesman,1,Boot Shop Salesman,UNCHANGED
Boot Slipper Maker,1,Boot Slipper Maker,UNCHANGED
Boot Soae Maker,1,Boot Soae Maker,UNCHANGED
Boot Sticher,1,Boot Sticher,UNCHANGED
Boot Tiller,1,Boot Tiller,UNCHANGED
Boot Tols Machiness,1,Boot Tols Machiness,UNCHANGED
Boot Top Clicker,1,Boot Top Clicker,UNCHANGED
Boot Top Cutler,1,Boot Top Cutler,UNCHANGED
Boot top Cutter,1,Boot top Cutter,UNCHANGED
Boot Top Cutter in Wholesale House,1,Boot Top Cutter in Wholesale House,UNCHANGED
Boot Top Leather,1,Boot Top Leather,UNCHANGED
Boot top Machinist,1,Boot top Machinist,UNCHANGED
Boot Top Machinnic,1,Boot Top Machinnic,UNCHANGED
Boot Top Machinst,1,Boot Top Machinst,UNCHANGED
Boot Top Manufacturer,1,Boot Top Manufacturer,UNCHANGED
Boot Trade Forman Cather Cutter,1,Boot Trade Forman Cather Cutter,UNCHANGED
Boot Trade Machine Operator,1,Boot Trade Machine Operator,UNCHANGED
Boot Trade Master,1,Boot Trade Master,UNCHANGED
Boot Trade Shop Assistant,1,Boot Trade Shop Assistant,STANDARD
Boot Trade Shop Inspector,1,Boot Trade Shop Inspector,UNCHANGED
Boot Traders Porter,1,Boot Traders Porter,UNCHANGED
Boot Traveller,1,Boot Traveller,UNCHANGED
Boot Upper Cutter,1,Boot Upper Cutter,STANDARD
Boot Upper Cutter Foreman,1,Boot Upper Cutter Foreman,UNCHANGED
Boot Upper Maker,1,Boot Upper Maker,UNCHANGED
"Boot Upper Maker ""Master""",1,"Boot Upper Maker ""Master""",UNCHANGED
Boot Upper Mangle,1,Boot Upper Mangle,UNCHANGED
Boot Upper Manufacturer,1,Boot Upper Manufacturer,UNCHANGED
Boot Upper Mfr,1,Boot Upper Mfr,UNCHANGED
Boot Uppering,1,Boot Uppering,UNCHANGED
Boot Warehouse Assistant,1,Boot Warehouse Assistant,UNCHANGED
Boot Warehouse Manager,1,Boot Warehouse Manager,UNCHANGED
Boot Wharehouseman,1,Boot Wharehouseman,UNCHANGED
Boot Wright and Carpenter,1,Boot Wright and Carpenter,UNCHANGED
Boot Yard Labourer,1,Boot Yard Labourer,UNCHANGED
Boot. Manufacturere,1,Boot. Manufacturere,UNCHANGED
Boot: Foreman Shop,1,Boot: Foreman Shop,UNCHANGED
Boote and She Merchant,1,Boote and She Merchant,UNCHANGED
Boote and Shoe Maker,1,Boote and Shoe Maker,UNCHANGED
Boote Domestic Servant,1,Boote Domestic Servant,UNCHANGED
Boote Shoe Maker,1,Boote Shoe Maker,UNCHANGED
Booteloser,1,Booteloser,UNCHANGED
Bootemaker,1,Bootemaker,UNCHANGED
Booter,1,Booter,UNCHANGED
Bootfinisher,1,Bootfinisher,UNCHANGED
Bootfitter,1,Bootfitter,UNCHANGED
Booth and Shoe Maker,1,Booth and Shoe Maker,UNCHANGED
Booth blower,1,Booth blower,UNCHANGED
Booth Closer,1,Booth Closer,UNCHANGED
Booth Keeper in Mill,1,Booth Keeper in Mill,UNCHANGED
Booth Making,1,Booth Making,UNCHANGED
Booting Clerk G. P. O. Dublin,1,Booting Clerk G. P. O. Dublin,UNCHANGED
Bootkeeper Flour Mills,1,Bootkeeper Flour Mills,UNCHANGED
BootMaker,1,BootMaker,UNCHANGED
"Bootmaker ""Master""",1,"Bootmaker ""Master""",UNCHANGED
Bootmaker and Grocer,1,Bootmaker and Grocer,UNCHANGED
Bootmaker and Labourer,1,Bootmaker and Labourer,UNCHANGED
Bootmaker and Leather Dealer,1,Bootmaker and Leather Dealer,UNCHANGED
Bootmaker and Postmaster,1,Bootmaker and Postmaster,UNCHANGED
Bootmaker and Repairer,1,Bootmaker and Repairer,UNCHANGED
Bootmaker Bender,1,Bootmaker Bender,UNCHANGED
Bootmaker Finisher,1,Bootmaker Finisher,UNCHANGED
Bootmaker Foreman,1,Bootmaker Foreman,UNCHANGED
Bootmaker Incapacitated,1,Bootmaker Incapacitated,UNCHANGED
Bootmaker Labourer,1,Bootmaker Labourer,UNCHANGED
Bootmaker Master and Shopkeeper,1,Bootmaker Master and Shopkeeper,UNCHANGED
Bootmaker Shopkeeper,1,Bootmaker Shopkeeper,UNCHANGED
Bootmaker Son,1,Bootmaker Son,UNCHANGED
Bootmaker's Son,1,Bootmaker's Son,UNCHANGED
Bootmaker's Wife,1,Bootmaker's Wife,UNCHANGED
Bootmaking,1,Bootmaking,UNCHANGED
Bootmaking Apprentice,1,Bootmaking Apprentice,UNCHANGED
Bootmaking Bench Man,1,Bootmaking Bench Man,UNCHANGED
Bootman Coast Guard,1,Bootman Coast Guard,UNCHANGED
Bootman H.M. Coast Guard,1,Bootman H.M. Coast Guard,UNCHANGED
Bootman Labourer,1,Bootman Labourer,UNCHANGED
Bootman's Son,1,Bootman's Son,UNCHANGED
Bootmarker,1,Bootmarker,UNCHANGED
Bootmen and Labourer,1,Bootmen and Labourer,UNCHANGED
Boots and Messenger,1,Boots and Messenger,UNCHANGED
Boots and Servant,1,Boots and Servant,UNCHANGED
Boots and Shoe Clerk,1,Boots and Shoe Clerk,UNCHANGED
Boots and Shoe Traveller,1,Boots and Shoe Traveller,UNCHANGED
Boots at Hotel,1,Boots at Hotel,UNCHANGED
Boots Dom Serv,1,Boots Dom Serv,UNCHANGED
Boots Dom Servant,1,Boots Dom Servant,UNCHANGED
Boots Domestic Svt,1,Boots Domestic Svt,UNCHANGED
Boots for Hotel,1,Boots for Hotel,UNCHANGED
Boots in an Hotel,1,Boots in an Hotel,UNCHANGED
Boots in Hotel Domestic,1,Boots in Hotel Domestic,UNCHANGED
Boots Maker Master,1,Boots Maker Master,UNCHANGED
Boots Manufacturer,1,Boots Manufacturer,UNCHANGED
Boots of Hotel,1,Boots of Hotel,UNCHANGED
Boots Sales Man,1,Boots Sales Man,UNCHANGED
Boots Saleswoman,1,Boots Saleswoman,UNCHANGED
Boots Shop,1,Boots Shop,UNCHANGED
Boots Shop Assistance,1,Boots Shop Assistance,UNCHANGED
Bootshop Apprentice,1,Bootshop Apprentice,UNCHANGED
Bootshop Assistant,1,Bootshop Assistant,UNCHANGED
Bootsman,1,Bootsman,UNCHANGED
Bootsman Lab,1,Bootsman Lab,UNCHANGED
Boott Macker,1,Boott Macker,UNCHANGED
Boottle Washer,1,Boottle Washer,UNCHANGED
Boottop Maker,1,Boottop Maker,UNCHANGED
Bootupper Cutter,1,Bootupper Cutter,UNCHANGED
Boqoak Carrer,1,Boqoak Carrer,UNCHANGED
Bor and Provision Assistant,1,Bor and Provision Assistant,UNCHANGED
Bor Assistant,1,Bor Assistant,UNCHANGED
Boragh Councillor Foreman Carpenter,1,Boragh Councillor Foreman Carpenter,UNCHANGED
Borber,1,Borber,UNCHANGED
Bordar,1,Bordar,UNCHANGED
Border and Logings,1,Border and Logings,UNCHANGED
Borders on Stock,1,Borders on Stock,UNCHANGED
Bording Establishment,1,Bording Establishment,UNCHANGED
Bording H Mistress,1,Bording H Mistress,UNCHANGED
Bording Houre keeper,1,Bording Houre keeper,UNCHANGED
Bore Folder,1,Bore Folder,UNCHANGED
Boremaker Iron Works,1,Boremaker Iron Works,UNCHANGED
Borer,1,Borer,UNCHANGED
Borker,1,Borker,UNCHANGED
Borler Maker,1,Borler Maker,UNCHANGED
Bormaid,1,Bormaid,UNCHANGED
Borman,1,Borman,UNCHANGED
Born Merchants Clerk,1,Born Merchants Clerk,UNCHANGED
Bornberder R. F. A,1,Bornberder R. F. A,UNCHANGED
Borogh Treasurer,1,Borogh Treasurer,UNCHANGED
Borough High Constable,1,Borough High Constable,UNCHANGED
Borough Treasarer,1,Borough Treasarer,UNCHANGED
Borrister not Practessing,1,Borrister not Practessing,UNCHANGED
Borter Maker,1,Borter Maker,UNCHANGED
Bos Man,1,Bos Man,UNCHANGED
Bose Making,1,Bose Making,UNCHANGED
Bosin,1,Bosin,UNCHANGED
Boss of House,1,Boss of House,UNCHANGED
Boss of the Boat,1,Boss of the Boat,UNCHANGED
Boss Turner,1,Boss Turner,UNCHANGED
Bot and Shoe Maker,1,Bot and Shoe Maker,UNCHANGED
Botanical Assistant,1,Botanical Assistant,UNCHANGED
Botanist,1,Botanist,UNCHANGED
